FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
СКФО;Ставропольский край;5;88703,8;55390,6;42424,2;92,2;12874,2;33003,5;1252,6;609;2553,5;3053;2207,8;23327,6;0;309,7;8385,8;1509;0;0;6876,8;;
СКФО;Чеченская Республика;3;72870,1;45228,7;34737,9;0;10490,8;26533,4;244,3;450;727,9;0;3208,7;21902,5;0;1108;8103,3;795;0;0;7308,3;1;0
СКФО;Чеченская Республика;4;72870,1;45228,7;34737,9;0;10490,8;26533,4;244,3;450;727,9;0;3208,7;21902,5;0;1108;8103,3;795;0;0;7308,3;;
СКФО;Чеченская Республика;5;54117,3;45228,7;34737,9;0;10490,8;7901,4;244,3;150;727,9;0;3153,2;3626;0;987,2;1256,4;0;0;0;1256,4;;
СФО;Алтайский край;3;81130,1;51178,4;40093,8;551,2;10533,4;21365,8;656,5;527,1;7553,7;1947,6;2426;8254,9;67,7;8518,2;6538,6;213,7;0;0;6324,9;2;5759,8
СФО;Алтайский край;4;43844,5;30924,7;23653;286,1;6985,6;8717,8;231,9;24;2585,8;1166,3;956,6;3753,2;0;4202;2050,3;117,3;0;0;1933;;
СФО;Алтайский край;5;33024,5;25823,7;19670,9;286,1;5866,7;4792,7;160,7;0;2395,8;0;831,6;1404,6;0;2408,1;2050,3;117,3;0;0;1933;;
СФО;Иркутская область;3;564982,3;387661,6;302602,9;6726,2;78332,5;157789,6;25829,3;6292,6;12826,4;4766,1;19355,8;88719,4;1453;18078,1;60452,4;30432,1;45,5;0;29974,8;1;1820
СФО;Иркутская область;4;433953,9;284144;225616;4507;54021;134627,9;24771,5;3639,7;11338,7;1731,9;10614,3;82531,8;1453;13729;53104,7;24839,7;45,5;0;28219,5;;
СФО;Иркутская область;5;225280,5;207701,7;160124,7;514,8;47062,2;15060,6;523,3;517,8;8287,2;1731,9;1810,9;2189,5;0;2518,2;2848,8;1935,3;45,5;0;868;;
СФО;Кемеровская область;3;580974,6;448731,4;344917,8;3341,5;100472,1;104133,7;2308,8;1450,1;23250,5;2090,9;20867,9;54165,5;10822,8;17286,7;23285;8231,6;0;0;15053,4;2;1101,2
СФО;Кемеровская область;4;424087,9;348955;268499,1;414,9;80041;57699,3;741,5;275,8;11239;779,3;16806;27857,7;10445;6988,6;9782,9;1245,3;0;0;8537,6;;
СФО;Кемеровская область;5;327711;298534,6;229651,3;192,4;68690,9;26207,5;561,9;19,8;10019,5;0;1828,3;13778;0;2968,9;7998,8;858,8;0;0;7140;;
СФО;Красноярский край;3;901288,2;671681;528114,2;13773;129793,8;179223,1;6576,4;8237;23725,9;12265,5;34955,6;93462,7;4996,6;45387,5;74345,7;13286,7;1284;36649;23126;7;12954
СФО;Красноярский край;4;358314,4;272799,2;215897,6;3969,4;52932,2;76296,8;1457,2;3870,9;10634,8;1498,4;10517,5;48318;1486,6;7731,8;20078,9;8559,3;0;0;11519,6;;
СФО;Красноярский край;5;251650;202537,7;155102,2;1861,2;45574,3;46050,7;1223,2;3172,9;6556,3;398,1;4225;30475,2;308,7;2752,9;6684,7;0;0;0;6684,7;;
СФО;Новосибирская область;3;2362843,3;2009412,5;1878655;10558,5;120199;254415,7;6573,5;7628,6;15662,5;58984,3;33669,3;131897,5;1954,6;97060,5;30377,6;16530,2;640,1;0;13207,3;9;4180,6
СФО;Новосибирская область;4;309208,5;238823,3;182128,8;909,9;55784,6;37677,5;1342,5;1619,9;4377,6;1159,3;10552,3;18625,9;0;32707,7;16180,5;10452,7;0;0;5727,8;;
СФО;Новосибирская область;5;182479,3;164723,2;125410,5;792,4;38520,3;14695,6;693;538,5;3713,6;50;2792,1;6908,4;0;3060,5;7106,3;4163,3;0;0;2943;;
СФО;Омская область;3;436131;267950,5;208454;3070,3;56426,2;139855,4;2518,8;1518,3;13631,5;22871,6;15134,3;84180,9;4;28321,1;28990,1;9325,2;0;0;19664,9;4;0
СФО;Омская область;4;141517,3;104724,3;79417;1421,8;23885,5;29402,8;918,2;394,1;8133,3;1605;7184,9;11167,3;0;7390,2;7732,8;2583,8;0;0;5149;;
СФО;Омская область;5;116511,4;92284,3;70588,9;414,5;21280,9;22893,8;824,2;345;8041,4;0;4690,9;8992,3;0;1333,3;4908,8;1128,8;0;0;3780;;
СФО;Республика Алтай;3;19108,5;15345,6;11489,7;465,8;3390,1;3641,6;174,7;199,3;18,9;81,8;484;2682,9;0;121,3;969,7;511,1;0;0;458,6;0;0
СФО;Республика Алтай;4;18222,9;14635,1;10939,1;465,8;3230,2;3498,1;166,1;199,3;18,9;0;484;2629,8;0;89,7;969,7;511,1;0;0;458,6;;
