FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
ДВФО;Республика Бурятия;10;679;23;4;13;0;403;6;51;3;25;239;74;4;1;46;23;16;2;2;0;189;171;2;0;0;0;1;15;0
ДВФО;Республика Бурятия;11;12;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;0;0;0;7;7;0;0;0;0;0;0;0
ДВФО;Республика Бурятия;12;32;2;0;2;0;6;0;0;0;0;0;5;0;1;8;2;4;0;0;0;13;11;1;0;0;0;1;2;0
ДВФО;Республика Бурятия;13;47;5;2;3;0;18;0;0;0;0;0;14;4;0;4;3;0;0;0;0;17;15;0;0;0;0;0;3;0
ДВФО;Республика Бурятия;14;96;2;0;0;0;41;0;1;0;0;21;19;0;0;9;5;4;0;0;0;38;32;1;0;0;0;0;6;0
ДВФО;Республика Бурятия;15;131;2;1;0;0;72;0;7;1;0;47;17;0;0;8;7;1;0;0;0;47;43;0;0;0;0;0;2;0
ДВФО;Республика Бурятия;16;361;12;1;8;0;266;6;43;2;25;171;19;0;0;12;5;6;2;2;0;67;63;0;0;0;0;0;2;0
ДВФО;Республика Бурятия;17;101;9;0;0;1;23;0;0;0;0;4;4;11;4;0;0;0;1;1;0;5;0;0;0;0;15;8;30;10
ДВФО;Республика Саха (Якутия);3;1418;105;24;43;5;490;52;35;20;7;56;76;231;13;62;33;21;0;0;0;174;83;6;4;34;144;45;152;208
ДВФО;Республика Саха (Якутия);4;78;1;0;1;0;29;0;0;0;0;0;5;21;3;3;1;2;0;0;0;4;3;0;0;3;6;1;17;14
ДВФО;Республика Саха (Якутия);5;72;3;0;1;0;20;0;0;0;0;0;6;12;2;1;1;0;0;0;0;3;2;1;0;8;7;2;18;10
ДВФО;Республика Саха (Якутия);6;174;9;2;3;0;48;0;3;0;0;1;4;34;6;6;0;4;0;0;0;21;3;3;1;7;17;10;31;24
ДВФО;Республика Саха (Якутия);7;167;12;2;6;0;51;0;4;0;0;11;9;25;2;10;4;5;0;0;0;4;3;0;1;4;25;0;34;26
ДВФО;Республика Саха (Якутия);8;185;15;2;7;2;63;2;5;0;0;18;20;18;0;12;12;0;0;0;0;12;7;0;2;2;29;12;9;29
ДВФО;Республика Саха (Якутия);9;742;65;18;25;3;279;50;23;20;7;26;32;121;0;30;15;10;0;0;0;130;65;2;0;10;60;20;43;105
ДВФО;Республика Саха (Якутия);10;929;92;22;39;4;490;52;35;20;7;56;76;231;13;60;31;21;0;0;0;136;83;6;3;11;4;1;67;65
ДВФО;Республика Саха (Якутия);11;114;6;1;3;0;56;0;0;0;0;0;4;47;5;8;2;3;0;0;0;8;4;1;0;5;1;0;11;19
ДВФО;Республика Саха (Якутия);12;70;3;0;1;0;32;0;0;0;0;0;12;15;5;4;2;1;0;0;0;12;8;2;0;1;0;0;9;9
ДВФО;Республика Саха (Якутия);13;88;11;2;5;1;40;0;3;0;0;1;4;29;3;9;2;6;0;0;0;10;3;1;1;0;0;0;8;9
ДВФО;Республика Саха (Якутия);14;91;8;3;2;0;46;0;5;0;0;11;4;26;0;9;3;5;0;0;0;4;3;0;0;0;2;0;13;9
ДВФО;Республика Саха (Якутия);15;129;21;3;9;1;63;2;8;0;0;18;20;15;0;13;12;0;0;0;0;12;9;2;1;0;1;0;8;10
ДВФО;Республика Саха (Якутия);16;437;43;13;19;2;253;50;19;20;7;26;32;99;0;17;10;6;0;0;0;90;56;0;1;5;0;1;18;9
ДВФО;Республика Саха (Якутия);17;489;13;2;4;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;38;0;0;1;23;140;44;85;143
ДВФО;Сахалинская область;3;708;72;23;32;0;149;0;20;2;6;29;47;45;0;59;28;17;12;12;0;93;43;17;1;15;52;5;98;152
ДВФО;Сахалинская область;4;31;2;1;0;0;5;0;1;0;0;0;2;2;0;0;0;0;0;0;0;9;4;4;0;1;0;0;6;8
