FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47
ПФО;Саратовская область;4;38994;25418;4284;9111;284;34;119;50;0;73;3;5;0;8772;1014;3357;690;0;2900;5;806;0;660;96;437;0;250;188;855;22;833;486;427;23;36;0;1777;11631;5389;6242;16799;1849;14201;509;240;0;0
ПФО;Саратовская область;5;24014;16391;2956;5271;105;0;30;11;0;61;1;2;0;5139;489;2564;395;0;1477;0;214;0;478;52;284;0;33;33;801;0;801;74;47;9;18;0;682;8687;4898;3789;9912;855;8577;320;160;0;0
ПФО;Саратовская область;6;14980;9027;1328;3840;179;34;89;39;0;12;2;3;0;3633;525;793;295;0;1423;5;592;0;182;44;153;0;217;155;54;22;32;412;380;14;18;0;1095;2944;491;2453;6887;994;5624;189;80;0;0
ПФО;Саратовская область;7;20657;6209;776;2669;566;131;402;23;1;0;0;7;2;2090;307;809;130;0;695;23;124;2;126;64;192;25;469;382;787;287;500;1577;1351;203;23;0;8603;2073;223;1850;13387;3258;9706;394;29;3;0
ПФО;Саратовская область;8;5146;2974;246;690;48;4;33;8;1;0;0;2;0;629;28;66;34;0;389;21;91;0;39;15;182;1;410;363;558;198;360;121;103;8;10;0;171;776;88;688;1748;221;1441;84;2;0;0
ПФО;Саратовская область;9;15511;3235;530;1979;518;127;369;15;0;0;0;5;2;1461;279;743;96;0;306;2;33;2;87;49;10;24;59;19;229;89;140;1456;1248;195;13;0;8432;1297;135;1162;11639;3037;8265;310;27;3;0
ПФО;Саратовская область;10;15880;4564;493;1323;409;90;317;2;0;0;0;0;0;895;157;500;56;0;66;21;95;0;19;7;55;25;94;54;688;287;375;592;516;71;5;0;8520;1475;124;1351;9892;2675;7153;60;4;3;0
ПФО;Саратовская область;11;90;5;0;10;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;50;0;50;0;0;0;0;0;25;0;0;0;10;0;7;3;0;0;0
ПФО;Саратовская область;12;85;0;0;10;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;50;0;50;0;0;0;0;0;25;0;0;0;10;0;7;3;0;0;0
ПФО;Саратовская область;13;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ПФО;Саратовская область;14;32036;12980;1067;8977;684;156;444;49;0;25;3;7;0;7656;1301;3615;338;0;1749;26;626;1;521;41;337;1;580;457;607;116;367;1153;1008;128;17;0;6880;3261;319;2942;15525;2500;12740;207;78;0;0
ПФО;Удмуртская Республика;3;59519;35073;3164;19446;1039;241;530;78;0;14;9;167;0;17425;2008;10931;1009;0;2205;107;1165;0;187;1;591;0;656;374;1288;143;1145;485;450;33;2;0;1793;20847;6788;14059;30233;2821;26376;641;395;10;0
ПФО;Удмуртская Республика;4;53580;32254;2972;17886;886;200;440;70;0;6;6;164;0;16054;1832;10559;799;0;1718;9;1137;0;185;1;520;0;107;39;942;53;889;70;37;33;0;0;1616;19476;6256;13220;26934;2449;23619;563;303;4;0
ПФО;Удмуртская Республика;5;42765;24255;2401;16165;741;182;350;45;0;6;4;154;0;14478;1774;9942;725;0;941;9;1087;0;64;1;520;0;10;0;426;0;426;30;12;18;0;0;1295;14952;5847;9105;21904;2079;19356;276;193;1;0
ПФО;Удмуртская Республика;6;10815;7999;571;1721;145;18;90;25;0;0;2;10;0;1576;58;617;74;0;777;0;50;0;121;0;0;0;97;39;516;53;463;40;25;15;0;0;321;4524;409;4115;5030;370;4263;287;110;3;0
ПФО;Удмуртская Республика;7;5939;2819;192;1560;153;41;90;8;0;8;3;3;0;1371;176;372;210;0;487;98;28;0;2;0;71;0;549;335;346;90;256;415;413;0;2;0;177;1371;532;839;3299;372;2757;78;92;6;0
ПФО;Удмуртская Республика;8;3545;1412;109;1196;133;37;77;8;0;7;1;3;0;1041;138;290;198;0;294;98;23;0;0;0;71;0;301;192;258;2;256;141;139;0;2;0;166;1071;288;783;1637;136;1344;73;84;5;0
ПФО;Удмуртская Республика;9;2394;1407;83;364;20;4;13;0;0;1;2;0;0;330;38;82;12;0;193;0;5;0;2;0;0;0;248;143;88;88;0;274;274;0;0;0;11;300;244;56;1662;236;1413;5;8;1;0
ПФО;Удмуртская Республика;10;2976;1472;112;519;1;0;0;0;0;0;1;0;0;513;15;181;32;0;269;2;14;0;0;0;71;0;173;168;336;90;149;228;228;0;0;0;177;786;222;564;598;203;384;11;0;5;0
ПФО;Удмуртская Республика;11;489;242;7;183;1;0;0;1;0;0;0;0;0;147;0;35;78;0;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;240;199;41;149;22;116;9;2;0;0
ПФО;Удмуртская Республика;12;415;235;6;116;1;0;0;1;0;0;0;0;0;83;0;35;46;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;223;184;39;124;19;102;1;2;0;0
ПФО;Удмуртская Республика;13;74;7;1;67;0;0;0;0;0;0;0;0;0;64;0;0;32;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;15;2;25;3;14;8;0;0;0
ПФО;Удмуртская Республика;14;34549;15303;904;16531;825;217;414;60;0;8;4;122;0;14592;1523;9862;651;0;1626;6;924;0;155;1;444;0;444;257;665;12;434;330;297;31;2;0;677;11673;1625;10048;18745;1718;16403;394;230;0;0
ПФО;Ульяновская область;3;45669;26538;1519;13032;614;113;317;51;0;103;11;19;0;12129;1215;6962;1015;0;2350;81;493;13;535;230;488;35;262;196;658;417;241;530;329;190;8;3;3591;12830;4630;8200;18732;2316;14556;858;1002;2;0
ПФО;Ульяновская область;4;39327;23807;1295;12165;495;90;261;29;0;92;4;19;0;11440;1092;6803;820;0;2164;66;482;13;515;211;477;0;129;79;344;252;92;355;186;167;2;0;1535;12026;4380;7646;16841;1923;13355;767;796;0;0
ПФО;Ульяновская область;5;21377;13683;679;5691;85;18;17;8;0;38;0;4;0;5472;183;3252;361;0;1637;0;26;13;391;141;384;0;1;1;3;0;3;79;62;17;0;0;1145;4916;2802;2114;8832;926;7338;495;73;0;0
ПФО;Ульяновская область;6;17950;10124;616;6474;410;72;244;21;0;54;4;15;0;5968;909;3551;459;0;527;66;456;0;124;70;93;0;128;78;341;252;89;276;124;150;2;0;390;7110;1578;5532;8009;997;6017;272;723;0;0
ПФО;Ульяновская область;7;6342;2731;224;867;119;23;56;22;0;11;7;0;0;689;123;159;195;0;186;15;11;0;20;19;11;35;133;117;314;165;149;175;143;23;6;3;2056;804;250;554;1891;393;1201;91;206;2;0
ПФО;Ульяновская область;8;5462;2189;121;717;102;19;49;19;0;8;7;0;0;556;97;72;192;0;171;15;9;0;15;14;10;35;133;117;289;165;124;150;123;23;4;0;1924;689;225;464;1372;284;992;68;28;2;0
ПФО;Ульяновская область;9;880;542;103;150;17;4;7;3;0;3;0;0;0;133;26;87;3;0;15;0;2;0;5;5;1;0;0;0;25;0;25;25;20;0;2;3;132;115;25;90;519;109;209;23;178;0;0
ПФО;Ульяновская область;10;1969;1059;107;435;86;11;36;22;0;10;7;0;0;259;5;12;162;0;73;3;4;0;0;0;3;0;64;48;14;0;14;136;127;0;6;3;258;296;0;296;808;49;577;8;174;0;0
ПФО;Ульяновская область;11;936;832;0;64;1;0;0;0;0;1;0;0;0;63;0;45;15;0;3;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;31;73;0;73;4;0;4;0;0;0;0
ПФО;Ульяновская область;12;610;531;0;64;1;0;0;0;0;1;0;0;0;63;0;45;15;0;3;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;6;15;0;15;4;0;4;0;0;0;0
ПФО;Ульяновская область;13;326;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;58;0;58;0;0;0;0;0;0;0
ПФО;Ульяновская область;14;19968;8380;330;9492;401;93;226;25;0;50;1;6;0;7624;1125;4226;374;0;1555;23;315;6;327;6;223;0;231;165;116;12;99;213;190;21;2;0;986;5013;227;4786;8071;1395;5791;15;870;0;0
ПФО;Чувашская Республика — Чувашия;3;51837;28395;2198;15647;782;196;441;32;4;60;3;42;4;13809;1730;5825;1266;0;4077;517;388;6;777;201;634;0;37;24;2131;332;1799;2859;2111;684;63;1;1357;7187;2594;4593;18382;2481;13674;106;2121;5;0
ПФО;Чувашская Республика — Чувашия;4;45765;24996;1977;14379;683;182;394;21;4;47;1;34;0;12673;1503;5384;1178;0;3734;506;367;1;703;194;575;0;10;10;2103;332;1771;2262;1574;640;48;0;737;6786;2533;4253;16303;2306;12054;98;1845;5;0
ПФО;Чувашская Республика — Чувашия;5;30294;17005;1405;9559;355;56;208;18;4;42;1;26;0;8211;771;3585;759;0;2298;479;318;1;633;174;411;0;8;8;1793;186;1607;651;602;25;24;0;234;4516;2324;2192;11805;2124;8904;82;695;2;0
ПФО;Чувашская Республика — Чувашия;6;15471;7991;572;4820;328;126;186;3;0;5;0;8;0;4462;732;1799;419;0;1436;27;49;0;70;20;164;0;2;2;310;146;164;1611;972;615;24;0;503;2270;209;2061;4498;182;3150;16;1150;3;0
ПФО;Чувашская Республика — Чувашия;7;6072;3399;221;1268;99;14;47;11;0;13;2;8;4;1136;227;441;88;0;343;11;21;5;74;7;59;0;27;14;28;0;28;597;537;44;15;1;620;401;61;340;2079;175;1620;8;276;0;0
ПФО;Чувашская Республика — Чувашия;8;3618;2422;174;520;55;4;31;8;0;9;0;1;2;458;71;153;68;0;156;8;0;2;41;1;31;0;25;12;21;0;21;93;82;2;9;0;465;351;61;290;969;69;844;4;52;0;0
ПФО;Чувашская Республика — Чувашия;9;2454;977;47;748;44;10;16;3;0;4;2;7;2;678;156;288;20;0;187;3;21;3;33;6;28;0;2;2;7;0;7;504;455;42;6;1;155;50;0;50;1110;106;776;4;224;0;0
ПФО;Чувашская Республика — Чувашия;10;1711;726;134;313;34;0;21;6;0;2;1;1;3;261;119;77;37;0;9;2;14;3;10;1;3;0;0;0;28;0;28;246;232;8;6;0;385;316;56;260;1082;123;951;8;0;0;0
ПФО;Чувашская Республика — Чувашия;11;4888;825;13;3792;354;103;246;1;0;4;0;0;0;3434;259;2826;322;0;2;25;0;0;0;0;1;0;0;0;0;0;0;26;26;0;0;0;244;226;3;223;431;30;394;4;3;0;0
ПФО;Чувашская Республика — Чувашия;12;3651;97;0;3554;345;101;244;0;0;0;0;0;0;3209;233;2650;301;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;77;94;5;89;0;0;0;0
ПФО;Чувашская Республика — Чувашия;13;1237;728;13;238;9;2;2;1;0;4;0;0;0;225;26;176;21;0;2;0;0;0;0;0;1;0;0;0;0;0;0;26;26;0;0;0;244;149;3;146;337;25;305;4;3;0;0
ПФО;Чувашская Республика — Чувашия;14;30794;12758;769;13034;637;192;361;21;1;26;3;33;0;10763;1615;5103;1067;0;2436;195;343;4;426;101;319;0;33;9;1251;226;1025;2068;1605;411;51;1;905;2672;200;2472;8329;936;5916;20;1457;4;0
СЗФО;Архангельская область;3;40991;26061;3951;11634;1110;205;645;140;0;45;3;71;1;10116;2689;4498;673;4;1639;67;539;7;419;63;255;0;431;430;731;16;715;419;291;114;13;1;1041;12857;4718;8139;19882;1253;17663;242;724;0;0
СЗФО;Архангельская область;4;36435;23093;3867;10866;1020;194;580;134;0;42;3;67;0;9464;2417;4344;548;4;1615;67;462;7;407;56;253;0;220;219;609;16;593;345;226;107;11;1;642;11806;4310;7496;18358;1040;16373;221;724;0;0
СЗФО;Архангельская область;5;24792;15564;3525;7799;881;168;495;131;0;29;3;55;0;6687;1479;2955;445;4;1379;52;373;0;281;31;249;0;62;62;505;1;504;89;65;18;5;1;243;10004;3865;6139;12663;766;11059;169;669;0;0
СЗФО;Архангельская область;6;11643;7529;342;3067;139;26;85;3;0;13;0;12;0;2777;938;1389;103;0;236;15;89;7;126;25;4;0;158;157;104;15;89;256;161;89;6;0;399;1802;445;1357;5695;274;5314;52;55;0;0
СЗФО;Архангельская область;7;4556;2968;84;768;90;11;65;6;0;3;0;4;1;652;272;154;125;0;24;0;77;0;12;7;2;0;211;211;122;0;122;74;65;7;2;0;399;1051;408;643;1524;213;1290;21;0;0;0
СЗФО;Архангельская область;8;3233;2239;42;406;68;7;50;5;0;3;0;2;1;317;38;118;117;0;15;0;29;0;1;1;1;0;200;200;27;0;27;29;26;3;0;0;330;580;208;372;816;138;668;10;0;0;0
СЗФО;Архангельская область;9;1323;729;42;362;22;4;15;1;0;0;0;2;0;335;234;36;8;0;9;0;48;0;11;6;1;0;11;11;95;0;95;45;39;4;2;0;69;471;200;271;708;75;622;11;0;0;0
СЗФО;Архангельская область;10;1122;696;19;234;5;0;5;0;0;0;0;0;0;220;83;14;65;0;18;0;40;0;0;0;0;0;46;46;107;0;94;3;3;0;0;0;36;513;212;301;331;56;275;0;0;0;0
СЗФО;Архангельская область;11;320;191;10;33;3;0;0;0;0;3;0;0;0;29;0;0;10;0;19;0;0;0;6;6;0;0;0;0;75;0;75;15;0;15;0;0;0;0;0;0;39;0;39;0;0;0;0
СЗФО;Архангельская область;12;154;121;10;33;3;0;0;0;0;3;0;0;0;29;0;0;10;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;33;0;0;0;0
СЗФО;Архангельская область;13;166;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;75;0;75;15;0;15;0;0;0;0;0;0;6;0;6;0;0;0;0
СЗФО;Архангельская область;14;22276;10499;634;10114;916;184;570;76;0;25;0;60;1;8581;2649;3899;509;0;1047;57;420;0;310;18;193;0;296;244;160;6;128;296;209;78;8;1;408;3350;876;2474;13381;698;12053;182;448;0;0
СЗФО;Вологодская область;3;63931;44683;6872;14142;1133;411;481;149;0;16;4;72;0;11285;3556;4763;1127;0;1283;6;550;0;882;120;742;0;182;182;418;24;394;318;292;26;0;0;2564;28662;14683;13979;23612;2826;19956;183;647;0;0
СЗФО;Вологодская область;4;59064;41074;6775;13888;1125;410;480;147;0;16;3;69;0;11078;3458;4704;1116;0;1280;5;515;0;881;120;714;0;83;83;251;24;227;244;229;15;0;0;1929;26128;13012;13116;22241;2672;18749;174;646;0;0
СЗФО;Вологодская область;5;46799;32391;6054;12096;1008;372;434;128;0;12;3;59;0;10094;3430;4516;1052;0;581;4;511;0;805;115;647;0;24;24;167;24;143;60;60;0;0;0;609;19886;10376;9510;18941;2319;16214;148;260;0;0
СЗФО;Вологодская область;6;12265;8683;721;1792;117;38;46;19;0;4;0;10;0;984;28;188;64;0;699;1;4;0;76;5;67;0;59;59;84;0;84;184;169;15;0;0;1320;6242;2636;3606;3300;353;2535;26;386;0;0
СЗФО;Вологодская область;7;4867;3609;97;254;8;1;1;2;0;0;1;3;0;207;98;59;11;0;3;1;35;0;1;0;28;0;99;99;167;0;167;74;63;11;0;0;635;2534;1671;863;1371;154;1207;9;1;0;0
СЗФО;Вологодская область;8;4347;3283;70;225;7;0;1;2;0;0;1;3;0;191;94;53;10;0;2;1;31;0;1;0;2;0;94;94;163;0;163;9;9;0;0;0;570;2392;1556;836;1114;101;1004;9;0;0;0
СЗФО;Вологодская область;9;520;326;27;29;1;1;0;0;0;0;0;0;0;16;4;6;1;0;1;0;4;0;0;0;26;0;5;5;4;0;4;65;54;11;0;0;65;142;115;27;257;53;203;0;1;0;0
СЗФО;Вологодская область;10;3331;2698;61;146;4;1;1;1;0;0;1;0;0;105;68;25;7;0;1;1;3;0;0;0;0;0;81;81;14;0;14;30;30;0;0;0;362;2195;1609;586;916;74;841;0;1;0;0
СЗФО;Вологодская область;11;368;276;4;67;10;6;3;1;0;0;0;0;0;44;0;8;23;0;13;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;23;228;168;60;100;3;87;0;10;0;0
СЗФО;Вологодская область;12;237;169;4;66;10;6;3;1;0;0;0;0;0;43;0;8;22;0;13;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;125;82;43;82;1;71;0;10;0;0
СЗФО;Вологодская область;13;131;107;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;23;103;86;17;18;2;16;0;0;0;0
СЗФО;Вологодская область;14;27415;12844;1846;12149;1057;411;450;118;0;11;3;64;0;10136;3556;4438;814;0;874;5;449;0;834;120;550;0;67;67;175;1;159;141;121;20;0;0;655;8209;1099;7110;12706;969;11247;137;353;0;0
СЗФО;Калининградская область;3;83998;33169;6376;22143;1197;343;619;53;6;44;12;119;1;20740;3482;14591;465;0;1242;194;616;150;609;158;382;66;652;613;633;110;523;235;168;67;0;0;26109;14415;4132;10283;49104;4957;42701;1425;21;0;0
СЗФО;Калининградская область;4;78492;29624;5921;21311;1099;328;560;49;6;39;7;109;1;20012;3276;14352;355;0;1203;133;546;147;604;154;366;0;450;412;387;6;381;88;21;67;0;0;25662;13293;3814;9479;46846;4612;40840;1377;17;0;0
СЗФО;Калининградская область;5;63655;23142;4829;16421;795;286;374;38;6;8;1;81;1;15506;3054;10550;309;0;945;112;389;147;357;122;252;0;25;25;326;0;326;65;2;63;0;0;23067;10330;3475;6855;38244;3303;33729;1212;0;0;0
СЗФО;Калининградская область;6;14837;6482;1092;4890;304;42;186;11;0;31;6;28;0;4506;222;3802;46;0;258;21;157;0;247;32;114;0;425;387;61;6;55;23;19;4;0;0;2595;2963;339;2624;8602;1309;7111;165;17;0;0
СЗФО;Калининградская область;7;5506;3545;455;832;98;15;59;4;0;5;5;10;0;728;206;239;110;0;39;61;70;3;5;4;16;66;202;201;246;104;142;147;147;0;0;0;447;1122;318;804;2258;345;1861;48;4;0;0
СЗФО;Калининградская область;8;4564;3139;355;454;74;15;42;2;0;3;3;9;0;374;97;58;105;0;35;61;18;0;0;0;2;66;186;186;207;94;113;147;147;0;0;0;363;869;298;571;1722;267;1435;20;0;0;0
СЗФО;Калининградская область;9;942;406;100;378;24;0;17;2;0;2;2;1;0;354;109;181;5;0;4;0;52;3;5;4;14;0;16;15;39;10;29;0;0;0;0;0;84;253;20;233;536;78;426;28;4;0;0
СЗФО;Калининградская область;10;2205;1619;324;192;19;0;14;0;0;0;5;0;0;167;1;5;94;0;6;61;0;0;0;0;5;2;53;53;164;24;30;100;100;0;0;0;70;509;270;239;522;54;458;9;1;0;0
СЗФО;Калининградская область;11;3505;2208;19;1297;24;7;4;3;0;1;0;9;0;1267;80;1167;2;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;9;29;1267;103;1164;0;0;0;0
СЗФО;Калининградская область;12;3123;2000;0;1123;0;0;0;0;0;0;0;0;0;1123;0;1123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1123;0;1123;0;0;0;0
СЗФО;Калининградская область;13;382;208;19;174;24;7;4;3;0;1;0;9;0;144;80;44;2;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;9;29;144;103;41;0;0;0;0
СЗФО;Калининградская область;14;32056;9895;2202;19173;1071;333;570;38;0;21;3;106;0;17555;3409;12580;264;0;669;99;528;6;360;55;223;39;494;309;106;18;88;125;122;3;0;0;1641;5848;1504;4344;21470;2415;18369;682;4;0;0
СЗФО;Ленинградская область;3;18497;4672;360;13346;1596;379;990;78;0;40;3;103;3;11718;3389;6287;792;0;353;130;763;4;7;0;116;2;73;65;227;25;202;16;16;0;0;0;38;4139;905;3234;10725;1614;8315;696;100;0;0
СЗФО;Ленинградская область;4;15351;2791;353;12363;1395;324;871;72;0;39;3;84;2;10936;3150;5925;745;0;340;106;666;4;7;0;108;0;38;30;6;0;6;16;16;0;0;0;22;3498;514;2984;9824;1472;7621;638;93;0;0
СЗФО;Ленинградская область;5;6890;1562;347;5261;507;102;303;25;0;39;3;35;0;4722;862;2885;283;0;265;104;322;1;1;0;64;0;0;0;0;0;0;0;0;0;0;0;2;1228;172;1056;4074;580;3192;238;64;0;0
СЗФО;Ленинградская область;6;8461;1229;6;7102;888;222;568;47;0;0;0;49;2;6214;2288;3040;462;0;75;2;344;3;6;0;44;0;38;30;6;0;6;16;16;0;0;0;20;2270;342;1928;5750;892;4429;400;29;0;0
СЗФО;Ленинградская область;7;3146;1881;7;983;201;55;119;6;0;1;0;19;1;782;239;362;47;0;13;24;97;0;0;0;8;2;35;35;221;25;196;0;0;0;0;0;16;641;391;250;901;142;694;58;7;0;0
СЗФО;Ленинградская область;8;2626;1815;4;542;53;11;33;2;0;0;0;7;0;489;107;229;45;0;7;12;89;0;0;0;7;2;23;23;221;25;196;0;0;0;0;0;16;561;390;171;507;87;388;31;1;0;0
СЗФО;Ленинградская область;9;520;66;3;441;148;44;86;4;0;1;0;12;1;293;132;133;2;0;6;12;8;0;0;0;1;0;12;12;0;0;0;0;0;0;0;0;0;80;1;79;394;55;306;27;6;0;0
СЗФО;Ленинградская область;10;2143;1851;0;66;24;0;24;0;0;0;0;0;0;42;34;0;0;0;0;8;0;0;0;0;0;0;12;12;198;25;173;0;0;0;0;0;16;456;390;66;60;12;48;0;0;0;0
СЗФО;Ленинградская область;11;6957;140;5;6696;846;156;578;51;0;0;0;58;3;5842;2057;2847;422;0;63;18;432;3;0;0;28;2;24;24;31;7;24;0;0;0;0;0;36;1502;131;1371;5424;986;4001;412;25;0;0
СЗФО;Ленинградская область;12;5936;26;2;5864;714;110;507;47;0;0;0;48;2;5150;1881;2495;376;0;55;2;338;3;0;0;25;0;1;1;0;0;0;0;0;0;0;0;20;1202;41;1161;4734;861;3495;360;18;0;0
СЗФО;Ленинградская область;13;1021;114;3;832;132;46;71;4;0;0;0;10;1;692;176;352;46;0;8;16;94;0;0;0;3;2;23;23;31;7;24;0;0;0;0;0;16;300;90;210;690;125;506;52;7;0;0
СЗФО;Ленинградская область;14;13916;1572;90;12125;1439;379;899;49;0;18;1;91;2;10453;3318;5699;531;0;195;97;611;2;6;0;95;0;66;58;35;0;35;14;14;0;0;0;3;3061;138;2923;9146;1433;7023;637;53;0;0
СЗФО;Мурманская область;3;32908;22906;3631;7970;792;193;434;41;0;49;9;66;0;6724;1616;3727;441;0;502;46;392;0;300;161;72;288;741;734;97;5;92;247;224;19;4;0;287;13104;8547;4557;15619;1549;13836;154;80;1;0
СЗФО;Мурманская область;4;31265;22104;3594;7836;775;191;429;41;0;48;8;58;0;6617;1601;3708;417;0;455;46;390;0;282;149;65;144;463;456;38;5;33;105;105;0;0;0;228;12955;8482;4473;15194;1472;13543;133;46;0;0
СЗФО;Мурманская область;5;24465;19580;3510;4401;562;134;317;36;0;16;6;53;0;3490;334;2405;260;0;304;42;145;0;172;79;59;0;13;13;6;5;1;26;26;0;0;0;208;11868;8002;3866;11667;783;10792;71;21;0;0
СЗФО;Мурманская область;6;6800;2524;84;3435;213;57;112;5;0;32;2;5;0;3127;1267;1303;157;0;151;4;245;0;110;70;6;144;450;443;32;0;32;79;79;0;0;0;20;1087;480;607;3527;689;2751;62;25;0;0
СЗФО;Мурманская область;7;1643;802;37;134;17;2;5;0;0;1;1;8;0;107;15;19;24;0;47;0;2;0;18;12;7;144;278;278;59;0;59;142;119;19;4;0;59;149;65;84;425;77;293;21;34;1;0
СЗФО;Мурманская область;8;1052;646;13;55;16;2;5;0;0;0;1;8;0;35;11;0;23;0;0;0;1;0;6;1;0;0;278;278;59;0;59;3;3;0;0;0;5;31;8;23;154;14;140;0;0;1;0
СЗФО;Мурманская область;9;591;156;24;79;1;0;0;0;0;1;0;0;0;72;4;19;1;0;47;0;1;0;12;11;7;144;0;0;0;0;0;139;116;19;4;0;54;118;57;61;271;63;153;21;34;0;0
СЗФО;Мурманская область;10;808;398;9;103;17;2;5;0;0;1;1;8;0;80;11;13;21;0;34;0;1;0;12;11;7;109;36;36;11;0;11;105;85;19;1;0;27;69;6;63;191;56;81;20;34;0;0
СЗФО;Мурманская область;11;18;0;0;18;0;0;0;0;0;0;0;0;0;17;0;0;2;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;17;1;0;0;0
СЗФО;Мурманская область;12;18;0;0;18;0;0;0;0;0;0;0;0;0;17;0;0;2;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;17;1;0;0;0
СЗФО;Мурманская область;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Мурманская область;14;12713;4214;543;7275;726;188;415;29;0;35;7;52;0;6132;1613;3475;319;0;396;45;284;0;198;120;65;58;555;552;67;0;30;135;121;12;2;0;146;1623;893;730;7613;552;6872;114;75;1;0
СЗФО;Ненецкий автономный округ;3;1738;1480;12;104;4;4;0;0;0;0;0;0;0;85;52;1;30;0;0;0;2;0;2;1;1;0;22;16;10;0;10;0;0;0;0;0;119;253;40;213;128;11;114;2;1;0;0
СЗФО;Ненецкий автономный округ;4;1601;1406;12;104;4;4;0;0;0;0;0;0;0;85;52;1;30;0;0;0;2;0;2;1;1;0;6;0;9;0;9;0;0;0;0;0;73;129;13;116;116;9;104;2;1;0;0
СЗФО;Ненецкий автономный округ;5;1405;1313;6;80;2;2;0;0;0;0;0;0;0;63;35;0;26;0;0;0;2;0;2;1;0;0;0;0;9;0;9;0;0;0;0;0;1;65;13;52;92;8;81;2;1;0;0
СЗФО;Ненецкий автономный округ;6;196;93;6;24;2;2;0;0;0;0;0;0;0;22;17;1;4;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;72;64;0;64;24;1;23;0;0;0;0
СЗФО;Ненецкий автономный округ;7;137;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;1;0;1;0;0;0;0;0;46;124;27;97;12;2;10;0;0;0;0
СЗФО;Ненецкий автономный округ;8;137;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;1;0;1;0;0;0;0;0;46;124;27;97;12;2;10;0;0;0;0
СЗФО;Ненецкий автономный округ;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;10;126;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;1;0;1;0;0;0;0;0;35;117;27;90;8;2;6;0;0;0;0
СЗФО;Ненецкий автономный округ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
