FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69
ДВФО;Амурская область;3;575;554;0;0;0;0;2;0;0;41;5;2;0;0;34;0;5;0;0;2;16;1;24;0;26;0;0;1;0;0;0;0;188;0;0;24;1;2;9;44;3;7;0;1;0;109;7;9;27;34;7;6;1;5;0;13;0;1;0;0;0;1;0;5;0;0;0;0;21
ДВФО;Амурская область;4;18058;15291;0;0;0;0;26;0;0;246;180;24;0;0;34;0;153;0;0;67;3576;1;494;0;954;0;0;86;0;0;0;0;2276;0;0;180;4;26;133;1002;33;138;0;39;0;5428;601;585;1399;1284;137;1176;7;165;0;74;0;1;0;0;0;48;0;142;0;0;0;0;2767
ДВФО;Амурская область;5;8398;7934;0;0;0;0;26;0;0;217;14;7;0;0;0;0;153;0;0;67;3575;1;152;0;845;0;0;86;0;0;0;0;1868;0;0;180;4;26;6;245;0;60;0;0;0;402;0;0;2;3;0;384;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464
ДВФО;Амурская область;6;397;343;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;67;22;0;16;0;16;0;0;0;0;0;0;0;33;0;0;0;0;3;2;17;0;0;0;0;0;164;0;0;0;2;0;161;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
ДВФО;Амурская область;7;8343;6044;0;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;0;0;0;0;0;122;287;0;0;0;39;0;4954;601;582;1394;1281;137;740;0;145;0;74;0;0;0;0;0;48;0;58;0;0;0;0;2299
ДВФО;Амурская область;8;584;442;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;242;0;0;0;0;0;184;19;17;12;36;14;66;0;20;0;0;0;0;0;0;0;3;0;0;0;0;0;0;142
ДВФО;Амурская область;9;7759;5602;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;0;0;0;0;0;113;45;0;0;0;39;0;4770;582;565;1382;1245;123;674;0;125;0;74;0;0;0;0;0;45;0;58;0;0;0;0;2157
ДВФО;Амурская область;10;1243;699;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;0;0;0;0;0;622;571;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;544
ДВФО;Амурская область;11;4807;3340;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;16;0;0;0;39;0;3174;11;565;1318;1162;0;20;0;78;0;20;0;0;0;0;0;0;0;0;0;0;0;0;1467
ДВФО;Амурская область;12;370;336;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;7;0;0;0;0;0;224;0;0;39;22;123;35;0;5;0;0;0;0;0;0;0;0;0;58;0;0;0;0;34
ДВФО;Амурская область;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;14;1096;1096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;0;0;0;0;0;3;11;0;0;0;0;0;674;0;0;5;50;0;619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;15;58;19;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;4;9;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
ДВФО;Амурская область;16;185;112;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;59;0;0;16;2;0;0;0;38;0;3;0;0;0;0;0;45;0;0;0;0;0;0;73
ДВФО;Амурская область;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;18;290;290;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;213;0;16;0;0;0;43;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;19;48;48;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;28;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;20;94;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;71;0;0;0;0;0;20;0;1;2;0;0;3;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
ДВФО;Амурская область;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;22;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ДВФО;Амурская область;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;24;826;826;0;0;0;0;0;0;0;29;37;0;0;0;34;0;0;0;0;0;0;0;342;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;33;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;25;36;36;0;0;0;0;0;0;0;7;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;26;790;790;0;0;0;0;0;0;0;22;37;0;0;0;5;0;0;0;0;0;0;0;342;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;33;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;29;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Амурская область;32;103;102;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;8;0;2;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;84;0;0;0;0;1
ДВФО;Амурская область;33;2691;1994;0;0;0;0;4;0;0;58;36;0;0;0;0;0;41;0;0;0;395;0;154;0;264;0;0;32;0;0;0;0;0;0;0;0;0;0;19;57;0;0;0;19;0;855;356;156;185;18;28;3;7;35;0;67;0;1;0;0;0;0;0;59;0;0;0;0;697
