FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
ДВФО;Забайкальский край;6;1108;60;10;25;3;366;6;48;0;20;97;29;67;99;84;58;13;8;0;0;134;116;14;1;31;65;70;86;203
ДВФО;Забайкальский край;7;133;5;0;4;0;14;0;0;0;1;4;1;6;2;25;4;0;0;0;0;11;11;0;0;2;10;33;1;32
ДВФО;Забайкальский край;8;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;30;0;0
ДВФО;Забайкальский край;9;35;3;0;3;0;10;0;0;0;1;2;1;4;2;3;3;0;0;0;0;10;10;0;0;2;0;3;0;4
ДВФО;Забайкальский край;10;235;6;0;2;0;48;0;2;0;8;12;12;6;8;26;4;1;0;0;0;10;10;0;0;12;13;28;15;77
ДВФО;Забайкальский край;11;185;5;0;1;0;39;0;1;0;8;10;8;6;6;26;4;1;0;0;0;9;9;0;0;2;13;28;12;51
ДВФО;Забайкальский край;12;1006;61;11;31;4;331;6;42;0;13;92;18;69;91;85;55;14;0;0;0;141;126;14;1;21;60;70;80;156
ДВФО;Камчатский край;3;481,34;61,5;10;21,5;0;64;0;5;0;0;4;30;25;0;78;53;25;0;0;0;50,18;30;2;0;5;139;9;51;23,66
ДВФО;Камчатский край;4;382,09;56,5;9,5;20,5;0;55,75;0;5;0;0;3;23,75;24;0;47;33;14;0;0;0;47,18;26;2;0;4;100;9;40;22,66
ДВФО;Камчатский край;5;370,59;54,5;9,5;19;0;47,75;0;5;0;0;3;23,75;16;0;47;33;14;0;0;0;47,18;26;2;0;4;100;9;39;22,16
ДВФО;Камчатский край;6;402;57;10;19;0;57;0;5;0;0;3;24;25;0;55;39;16;0;0;0;62;36;11;0;3;98;9;42;19
ДВФО;Камчатский край;7;42;4;0;0;0;7;0;0;0;0;1;4;2;0;1;1;0;0;0;0;6;2;1;0;0;17;0;5;2
ДВФО;Камчатский край;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2
ДВФО;Камчатский край;9;25;3;0;0;0;7;0;0;0;0;1;4;2;0;1;1;0;0;0;0;6;2;1;0;0;4;0;4;0
ДВФО;Камчатский край;10;58;5;0;0;0;14;0;0;0;0;1;8;5;0;9;7;2;0;0;0;7;2;1;0;0;15;0;6;2
ДВФО;Камчатский край;11;57;5;0;0;0;14;0;0;0;0;1;8;5;0;9;7;2;0;0;0;7;2;1;0;0;15;0;5;2
ДВФО;Камчатский край;12;386;57;11;21;0;51;0;5;0;0;3;20;23;0;47;33;14;0;0;0;61;36;11;0;3;99;8;41;19
ДВФО;Магаданская область;3;489,3;39;13;12;1;8;0;1;0;0;3;1;3;0;93,04;86,04;7;0;0;0;112,5;75,5;26;0;3;43,3;47;29;114,46
ДВФО;Магаданская область;4;375,5;39;11;12;1;4;0;1;0;0;0;0;3;0;60,04;54,04;6;0;0;0;80;55;14;0;3;39;42;20;88,46
ДВФО;Магаданская область;5;345,5;36;10;12;1;1;0;1;0;0;0;0;0;0;60,04;54,04;6;0;0;0;62;29;14;0;3;39;42;20;82,46
ДВФО;Магаданская область;6;343;40;10;10;1;2;0;1;0;0;0;0;1;0;46;43;3;2;0;0;62;34;14;0;2;46;39;23;81
ДВФО;Магаданская область;7;71;2;0;1;0;0;0;0;0;0;0;0;0;0;26;25;0;0;0;0;6;6;0;0;0;7;21;2;7
ДВФО;Магаданская область;8;17;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;2;8;0;4
ДВФО;Магаданская область;9;37;2;0;1;0;0;0;0;0;0;0;0;0;0;23;22;0;0;0;0;5;5;0;0;0;1;3;2;1
ДВФО;Магаданская область;10;74;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;9;5;3;0;0;12;31;5;12
ДВФО;Магаданская область;11;57;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;9;5;3;0;0;3;30;5;7
ДВФО;Магаданская область;12;340;39;14;12;1;4;0;1;0;0;0;0;3;0;52;47;5;0;0;0;62;37;14;0;3;39;42;20;79
ДВФО;Приморский край;3;3351,94;174,35;28;86;12;719,1;9,5;46,2;3,5;51,25;215;80,1;248,05;65,5;597;519,5;51;9,75;8,75;1;441,49;350,49;43;2,75;28,25;296,6;5;402,5;675,15
ДВФО;Приморский край;4;2768,74;153,35;27;77;10;615,12;9,5;40,5;3,5;46,25;205,85;70,77;173,25;65,5;423,38;366,13;38,25;6,75;5,75;0;394,19;319,19;38;2,75;21,25;248,6;4;332;567,35
ДВФО;Приморский край;5;2175,83;143;24;71;9;495,65;6;26;3,5;33;165;51;145,65;65,5;328,88;246,13;35,25;3;2;0;242,1;174,1;30;2;17;209,5;4;263,5;467,2
ДВФО;Приморский край;6;2567;157;26;63;9;730;10;59;4;59;215;133;175;75;316;255;38;19;4;2;257;178;29;3;23;219;3;309;531
ДВФО;Приморский край;7;278;18;3;4;0;24;1;3;0;0;4;4;12;0;24;22;1;2;2;0;30;16;6;0;1;55;1;39;84
ДВФО;Приморский край;8;37;1;0;1;0;4;0;0;0;0;0;0;4;0;4;4;0;0;0;0;3;0;3;0;0;8;1;3;13
ДВФО;Приморский край;9;80;8;1;0;0;3;0;0;0;0;1;0;2;0;8;8;0;2;2;0;20;11;3;0;0;18;0;8;13
ДВФО;Приморский край;10;378;16;2;3;0;125;3;16;0;10;34;29;22;11;30;23;6;4;4;0;27;9;7;0;1;51;0;46;78
ДВФО;Приморский край;11;199;9;0;1;0;17;1;1;0;1;1;7;6;0;17;12;6;3;3;0;26;7;7;0;1;37;0;40;49
ДВФО;Приморский край;12;2467;162;30;84;11;628;9;43;4;49;193;102;164;64;306;249;34;17;2;2;258;187;33;3;20;240;4;312;517
ДВФО;Республика Бурятия;3;804,75;33;4,25;13,75;1;322,7;6;50;3;16,4;175,47;60,73;9,35;1,75;85,3;54,8;22,5;9;9;0;257,25;236,25;0;0;0;15;9;60;13,5
ДВФО;Республика Бурятия;4;739,95;32;4;13;1;322,7;6;50;3;16,4;175,47;60,73;9,35;1,75;46;23;16;3;3;0;255,25;234,25;0;0;0;15;9;43,5;13,5
ДВФО;Республика Бурятия;5;653,15;32;4;13;1;307,15;6;50;3;14,45;169,12;54,48;8,35;1,75;46;23;16;3;3;0;188;167;0;0;0;15;9;43,5;9,5
ДВФО;Республика Бурятия;6;783;34;3;11;2;432;6;54;3;30;282;43;8;6;43;19;17;2;2;0;194;171;2;0;0;15;9;43;11
ДВФО;Республика Бурятия;7;90;1;0;1;0;55;0;0;0;3;7;38;7;0;9;8;1;2;2;0;1;1;0;0;0;11;0;10;1
ДВФО;Республика Бурятия;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0
ДВФО;Республика Бурятия;9;65;1;0;1;0;55;0;0;0;3;7;38;7;0;2;2;0;0;0;0;1;1;0;0;0;5;0;1;0
ДВФО;Республика Бурятия;10;93;3;0;2;1;61;0;3;0;8;46;3;0;1;6;4;2;1;1;0;1;1;0;0;0;11;0;8;2
ДВФО;Республика Бурятия;11;68;1;0;1;0;38;0;0;0;5;32;1;0;0;6;4;2;1;1;0;1;1;0;0;0;11;0;8;2
ДВФО;Республика Бурятия;12;780;32;4;13;1;426;6;51;3;25;243;78;15;5;46;23;16;3;3;0;194;171;2;0;0;15;9;45;10
ДВФО;Республика Саха (Якутия);3;1755,89;103;26;45;5;570,91;56,07;40,8;1;24,5;86,92;61,16;279,7;20,76;66;36,7;26;0;0;0;207;176;17;11;43,2;197,5;46;219,28;292
ДВФО;Республика Саха (Якутия);4;1582,88;94,5;25;43;5;534,4;47,9;39,6;1;21,5;78,3;48,4;279,7;18;63;36,7;23;0;0;0;165;133;17;5;37,2;180,5;45;189,28;269
ДВФО;Республика Саха (Якутия);5;1349,23;89;23;40;5;398,95;42,75;35,6;1;18;66;42,9;174,7;18;63;36,7;23;0;0;0;101;80;6;5;35;174,5;45;176,78;261
ДВФО;Республика Саха (Якутия);6;1373;282;24;40;4;331;4;40;1;15;57;37;163;14;37;14;16;0;0;0;142;83;8;4;34;140;45;156;202
ДВФО;Республика Саха (Якутия);7;179;6;2;3;0;62;1;1;1;2;6;7;43;1;6;0;2;0;0;0;5;4;1;1;5;12;2;22;58
ДВФО;Республика Саха (Якутия);8;16;0;0;0;0;1;0;0;0;0;0;0;1;0;3;0;2;0;0;0;0;0;0;0;1;3;0;3;5
ДВФО;Республика Саха (Якутия);9;96;5;2;3;0;53;1;1;1;2;6;7;34;1;3;0;0;0;0;0;3;3;0;1;3;3;2;11;12
ДВФО;Республика Саха (Якутия);10;134;9;1;5;0;20;0;0;0;0;1;0;19;0;6;1;1;0;0;0;7;4;3;0;5;7;2;25;53
ДВФО;Республика Саха (Якутия);11;126;9;1;5;0;17;0;0;0;0;0;0;17;0;5;1;1;0;0;0;7;4;3;0;5;7;2;25;49
ДВФО;Республика Саха (Якутия);12;1418;105;24;43;5;490;52;35;20;7;56;76;231;13;62;33;21;0;0;0;174;83;6;4;34;144;45;152;208
ДВФО;Сахалинская область;3;883,48;70;23;33;0;258,5;0;21;2;9,5;51,75;65,25;109;0;88,23;28;21;12;12;0;97;26;14,5;1;17;59,5;7,5;103,25;169,5
ДВФО;Сахалинская область;4;688,5;68;22;32;0;217,25;0;20;2;8,25;37;53;97;0;63;28;21;12;12;0;89,25;25,75;13,5;1;15;52;5;58;108
ДВФО;Сахалинская область;5;581,5;63;18;30;0;151,5;0;20;2;7,5;33,5;47,5;41;0;63;28;21;12;12;0;68,5;18,5;13,5;1;14;47;5;52,5;104
ДВФО;Сахалинская область;6;672;66;19;29;0;151;0;21;2;6;30;50;42;0;72;28;22;10;10;0;72;19;12;1;12;48;5;94;141
ДВФО;Сахалинская область;7;102;10;1;2;0;8;0;0;0;0;0;1;7;0;2;1;1;2;2;0;22;5;2;0;2;8;0;11;37
ДВФО;Сахалинская область;8;6;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;3
ДВФО;Сахалинская область;9;25;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;2;2;0;7;5;2;0;0;0;0;2;12
ДВФО;Сахалинская область;10;66;3;0;0;0;9;0;1;0;0;1;4;3;0;3;1;2;0;0;0;13;0;1;0;0;5;0;6;27
ДВФО;Сахалинская область;11;66;3;0;0;0;9;0;1;0;0;1;4;3;0;3;1;2;0;0;0;13;0;1;0;0;5;0;6;27
ДВФО;Сахалинская область;12;708;72;23;32;0;149;0;20;2;6;29;47;45;0;59;28;17;12;12;0;93;43;17;1;15;52;5;98;152
ДВФО;Хабаровский край;3;1522,99;198;34,6;54;13;317,08;8,5;30;1;21,5;81,25;15,65;96,18;63;219,31;155,82;27;1;1;0;157,65;108,15;31,5;2,5;36,5;189,25;83,5;170;148,2
ДВФО;Хабаровский край;4;1225,23;173,1;30,6;43;8,5;222,78;8;23,5;1;17,7;59,15;12,15;66,18;35,1;193;139;22;1;1;0;121,65;81,65;13;2;27,5;147,5;74,5;143,75;118,45
ДВФО;Хабаровский край;5;1020,6;161,1;23,6;42;7,5;157,55;8;21;1;14,5;40,75;10,65;42,4;19,25;129;38;19;1;1;0;87,45;69,45;4;1;26;141,5;74,5;130,75;110,75
ДВФО;Хабаровский край;6;1294;179;28;47;13;345;12;44;2;22;125;54;65;21;165;37;20;1;1;0;96;69;7;2;29;195;23;127;132
ДВФО;Хабаровский край;7;269;20;3;3;3;17;0;0;0;0;6;0;10;1;62;21;0;0;0;0;21;10;11;0;5;33;65;30;16
ДВФО;Хабаровский край;8;55;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;11;0;11;0;1;26;7;4;4
ДВФО;Хабаровский край;9;118;12;2;1;1;4;0;0;0;0;3;0;1;0;19;18;0;0;0;0;4;4;0;0;4;4;49;16;6
ДВФО;Хабаровский край;10;271;18;2;3;2;14;1;3;0;1;3;1;3;2;64;18;2;0;0;0;11;7;0;0;6;97;1;26;34
ДВФО;Хабаровский край;11;183;17;2;2;2;14;1;3;0;1;3;1;3;2;10;1;1;0;0;0;11;7;0;0;4;79;1;22;25
ДВФО;Хабаровский край;12;1292;181;36;48;13;348;11;41;2;22;127;53;72;20;159;125;22;1;1;0;105;73;18;2;28;139;75;134;120
ДВФО;Чукотский автономный округ;3;98;21;2;9;10;5;0;0;0;0;0;0;2;3;0;0;0;0;0;0;42,5;42,5;0;1;3,5;6,25;2,5;6;10,25
ДВФО;Чукотский автономный округ;4;98;21;2;9;10;5;0;0;0;0;0;0;2;3;0;0;0;0;0;0;42,5;42,5;0;1;3,5;6,25;2,5;6;10,25
ДВФО;Чукотский автономный округ;5;98;21;2;9;10;5;0;0;0;0;0;0;2;3;0;0;0;0;0;0;42,5;42,5;0;1;3,5;6,25;2,5;6;10,25
ДВФО;Чукотский автономный округ;6;67;21;2;9;10;5;0;0;0;0;0;0;2;3;0;0;0;0;0;0;20;20;0;1;2;5;0;6;7
ДВФО;Чукотский автономный округ;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;12;67;21;2;9;10;5;0;0;0;0;0;0;2;3;0;0;0;0;0;0;20;20;0;1;2;5;0;6;7
ПФО;Кировская область;3;1246,65;107,2;25;43,2;2;252,65;1;7;1;5,5;16,5;14;205;2,65;88;46;10;0;0;0;139;101;27;1;15,75;130,55;65;194,75;252,75
ПФО;Кировская область;4;1068,85;100,7;23,5;36,7;2;206,5;1;7;1;3,75;14,5;12,5;166;0,75;85;44;9;0;0;0;103;80;20;1;12,75;122,15;39;179,25;219,5
ПФО;Кировская область;5;963,1;89,7;19;33,7;2;166,75;1;7;1;3,5;13,75;11;129;0,5;82;43;7;0;0;0;103;80;20;1;12,5;112,65;1;177,75;216,75
ПФО;Кировская область;6;919;104;24;38;1;146;1;7;1;3;14;13;107;0;52;32;17;1;0;0;111;80;21;1;12;106;39;149;198
ПФО;Кировская область;7;132;9;1;7;0;11;0;0;0;0;0;0;11;0;7;4;3;0;0;0;5;4;1;0;3;20;18;33;26
ПФО;Кировская область;8;37;0;0;0;0;1;0;0;0;0;0;0;1;0;3;0;3;0;0;0;1;0;1;0;0;7;15;7;3
ПФО;Кировская область;9;58;8;1;6;0;10;0;0;0;0;0;0;10;0;4;4;0;0;0;0;3;2;0;0;1;4;3;22;3
ПФО;Кировская область;10;143;8;1;6;0;26;0;0;0;0;6;3;17;0;5;4;3;0;0;0;3;2;1;0;3;23;18;32;25
ПФО;Кировская область;11;123;8;1;6;0;20;0;0;0;0;0;3;17;0;5;4;3;0;0;0;3;2;1;0;2;20;18;26;21
ПФО;Кировская область;12;908;106;27;43;2;135;1;7;1;3;11;11;101;0;54;36;17;1;0;0;113;86;22;1;11;102;39;148;198
ПФО;Нижегородская область;3;2061,19;200,75;33;61;6,75;695,79;11,25;51,24;0;115,52;206,98;99,95;174,98;35,87;24;3;21;0;0;0;209,46;131,46;46;11,8;41,5;329,2;29;199;320,69
ПФО;Нижегородская область;4;1740,75;182,4;29;56;4,75;613,35;8,25;47,3;0;102,27;185,98;90,75;156,48;22,32;22;3;19;0;0;0;137,46;104,46;21;8,3;29;261,95;26,5;171,4;288,39
ПФО;Нижегородская область;5;1588,24;170,65;25;52;4,75;534,67;7;42,5;0;87,27;165,89;74,82;148,94;8,25;22;3;19;0;0;0;126,66;95,66;19;4,55;27,5;249,45;24;161,25;267,51
ПФО;Нижегородская область;6;1890;178;31;52;6;763;10;65;0;100;250;88;171;79;22;3;19;0;0;0;158;108;42;9;28;260;21;172;279
ПФО;Нижегородская область;7;199;15;1;4;1;37;0;4;0;3;12;0;13;5;0;0;0;0;0;0;8;7;1;1;4;58;0;20;56
ПФО;Нижегородская область;8;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;24;0;1;10
ПФО;Нижегородская область;9;60;10;1;4;0;19;0;0;0;0;6;0;13;0;0;0;0;0;0;0;3;3;0;0;1;16;0;9;2
ПФО;Нижегородская область;10;253;11;2;3;2;78;3;12;0;7;17;9;19;11;0;0;0;0;0;0;13;7;2;2;3;72;1;24;49
ПФО;Нижегородская область;11;171;7;0;2;2;38;2;8;0;1;3;9;15;0;0;0;0;0;0;0;12;6;2;1;3;61;1;19;29
ПФО;Нижегородская область;12;1836;185;33;57;6;726;8;57;0;106;241;83;159;72;22;3;19;0;0;0;152;106;40;7;26;250;24;169;275
ПФО;Оренбургская область;3;2239,7;175,75;43;80,4;7;645,14;1;17;1;19,8;71;30,05;505,29;0;111,8;40;26,8;2;0;0;342,5;294,5;42;40;40;140,5;28,45;222,2;491,36
ПФО;Оренбургская область;4;1949,75;162,85;40,1;75,5;3,1;507,34;1;17;1;19,8;71;23,65;373,89;0;60,8;39;21,8;0;0;0;320,5;275,5;41;40;34,75;123,25;28;200,9;471,36
ПФО;Оренбургская область;5;1841,6;150,15;34,9;70,2;3,1;478,44;1;17;1;19,8;70;23,65;345,99;0;55,8;34;21,8;0;0;0;286,6;245,6;41;39;31,5;121;26,5;184,2;468,41
ПФО;Оренбургская область;6;1900;172;38;71;3;380;14;13;9;21;67;31;224;1;154;73;34;2;0;0;289;227;41;41;46;131;39;178;468
ПФО;Оренбургская область;7;239;6;3;1;0;83;0;4;0;3;16;0;60;0;29;0;3;0;0;0;14;10;1;0;0;36;0;17;54
ПФО;Оренбургская область;8;27;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;4;3;1;0;0;13;0;4;3
ПФО;Оренбургская область;9;153;5;3;1;0;77;0;4;0;3;16;0;54;0;26;0;0;0;0;0;4;4;0;0;0;5;0;8;28
ПФО;Оренбургская область;10;240;5;1;2;0;71;1;0;2;0;3;2;62;1;29;0;2;0;0;0;20;10;1;0;2;25;0;18;70
ПФО;Оренбургская область;11;139;3;0;2;0;21;0;0;0;0;0;1;20;0;2;0;2;0;0;0;18;9;1;0;2;21;0;14;58
ПФО;Оренбургская область;12;1899;173;52;78;5;419;1;17;7;22;80;29;263;0;128;73;36;0;0;0;280;230;46;40;45;141;39;177;457
ПФО;Пензенская область;3;1249,58;118;33;26;8;249,95;3,35;26,05;0;17,5;56,3;15,5;90;41,25;270,9;174,1;61,8;0;0;0;112;26;30;6;27,25;82,5;17;160,75;205,23
ПФО;Пензенская область;4;1048,3;104,6;23;24;8;193,8;2,35;25,55;0;14;50,8;15;56,1;30;204,15;145,9;33,25;0;0;0;109,5;23,5;30;4,5;26,25;73;17;146,5;169
ПФО;Пензенская область;5;942,25;100,5;22;23;8;164,95;1,35;25,05;0;13,25;39,8;11,5;53;21;186,3;136,3;32;0;0;0;101,5;21,5;24;3;20;64,5;15;126,5;160
ПФО;Пензенская область;6;1049;108;22;25;9;242;1;23;0;18;62;14;104;20;149;99;28;0;0;0;107;19;30;4;20;76;14;145;184
ПФО;Пензенская область;7;95;9;2;3;0;13;0;1;0;1;1;1;8;1;11;5;3;0;0;0;4;3;0;0;3;11;2;15;27
ПФО;Пензенская область;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;3;1;0;6
ПФО;Пензенская область;9;42;4;2;2;0;6;0;0;0;1;1;0;4;0;3;2;1;0;0;0;3;3;0;0;1;5;0;15;5
ПФО;Пензенская область;10;157;6;2;2;0;26;0;0;0;1;15;0;10;0;10;3;3;0;0;0;5;1;0;0;3;23;0;28;56
ПФО;Пензенская область;11;138;6;2;1;0;26;0;0;0;1;15;0;10;0;8;2;2;0;0;0;5;1;0;0;3;20;0;28;42
ПФО;Пензенская область;12;987;112;28;29;8;229;1;24;0;18;48;15;102;21;137;88;30;0;0;0;123;37;30;3;20;62;15;130;156
ПФО;Пермский край;3;3222,2;264,6;85,65;104,65;36;646,35;16;20;3;30,6;132,2;50,05;377;17,5;285,75;151,75;63;3,8;2;0;535,55;388,55;56;275;120,1;207,85;5;424,15;454,05
ПФО;Пермский край;4;2557,63;249,51;78,56;96,05;36;489,35;15,5;20;3;28,1;113,2;28,55;264,5;16,5;281,75;149,75;61;3,8;2;0;429,3;305,25;36,8;92,2;72,2;162,14;4;380,95;392,43
ПФО;Пермский край;5;2280,53;216,4;62,5;83,8;36;391,35;14;19;3;17,5;104,35;28;202;3,5;277,5;145,5;61;1;0;0;352,3;228,25;36,8;91;70,1;155,08;4;345,7;376,1
ПФО;Пермский край;6;2731;251;77;82;26;485;6;16;2;15;111;45;282;8;293;148;59;3;2;0;482;348;51;85;171;164;8;393;396
ПФО;Пермский край;7;309;17;2;10;1;38;2;0;0;2;22;1;10;1;27;21;6;0;0;0;38;28;4;18;20;16;0;56;79
ПФО;Пермский край;8;39;0;0;0;0;2;0;0;0;0;0;0;2;0;3;1;2;0;0;0;7;4;3;0;2;2;0;7;16
ПФО;Пермский край;9;195;12;1;6;1;25;2;0;0;0;18;0;5;0;17;3;2;0;0;0;19;13;1;18;17;10;0;34;43
ПФО;Пермский край;10;321;14;3;7;2;62;0;2;0;2;27;12;17;2;18;3;4;0;0;0;36;28;2;12;16;9;0;65;89
ПФО;Пермский край;11;260;11;2;5;2;32;0;2;0;1;6;6;15;2;18;3;4;0;0;0;28;17;2;12;16;9;0;60;74
ПФО;Пермский край;12;2719;253;84;97;27;485;8;14;2;16;107;32;299;7;287;221;67;3;2;0;480;344;52;94;174;175;8;378;382
ПФО;Республика Башкортостан;3;3149,55;285,5;24;74,3;18;1166,35;15,6;115,15;2;132,35;355,75;139,95;399,8;5,75;258,7;185,1;73,6;0;0;0;120,6;104,59;15,01;13,2;50,25;452;27;435,7;340,25
ПФО;Республика Башкортостан;4;2690,25;268;23;67,8;9;1059;13,1;94,65;2;121,7;345,3;121,95;354,8;5,5;188;127;61;0;0;0;94,6;79,59;15,01;12,2;40,75;379;22;371,2;255,5
ПФО;Республика Башкортостан;5;2446,4;255;20;61,3;9;976,9;12,6;81,75;2;111,55;338,4;113,3;312,3;5;161;111;50;0;0;0;92,1;77,09;15,01;8,7;37;351,5;0;328,2;236
ПФО;Республика Башкортостан;6;2973;227;30;67;18;1299;12;109;2;136;477;156;392;15;173;99;50;8;8;0;108;83;15;6;71;410;74;373;224
ПФО;Республика Башкортостан;7;513;90;1;13;2;93;3;12;0;10;31;14;23;0;42;29;13;2;2;0;3;0;3;5;18;112;3;81;64
ПФО;Республика Башкортостан;8;46;4;0;0;0;0;0;0;0;0;0;0;0;0;9;3;6;0;0;0;2;0;2;0;0;15;2;7;7
ПФО;Республика Башкортостан;9;219;64;1;10;2;40;3;6;0;4;10;5;12;0;32;26;6;2;2;0;1;0;1;5;0;11;1;46;17
ПФО;Республика Башкортостан;10;666;25;5;3;3;284;1;17;0;33;117;39;68;9;23;14;9;0;0;0;6;3;3;1;38;122;29;68;70
ПФО;Республика Башкортостан;11;516;25;1;3;3;183;0;13;0;13;72;33;48;4;22;14;8;0;0;0;6;3;3;1;38;119;3;56;63
ПФО;Республика Башкортостан;12;2820;290;27;77;19;1111;14;109;2;120;392;132;336;6;192;130;62;10;10;0;109;93;16;10;49;390;48;389;222
