FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9
УФО;Курганская область;7;3393;3136;148;2988;257;252;5;252;
УФО;Курганская область;8;4969;2155;409;1746;2814;1061;1753;2112;
УФО;Курганская область;9;132;132;132;0;0;0;0;0;
УФО;Свердловская область;3;159442;144541;105853;38688;14901;10660;4241;5710;58969
УФО;Свердловская область;4;110716;103679;77086;26593;7037;5772;1265;3783;
УФО;Свердловская область;5;33305;31782;20431;11351;1523;1329;194;766;
УФО;Свердловская область;6;32292;25531;16068;9463;6761;3958;2803;1630;
УФО;Свердловская область;7;5891;5173;3762;1411;718;469;249;350;
УФО;Свердловская область;8;16434;15331;12699;2632;1103;930;173;297;
УФО;Свердловская область;9;976;976;976;0;0;0;0;0;
УФО;Тюменская область;3;131696;124116;96705;27411;7580;5308;2272;2190;46210
УФО;Тюменская область;4;81529;78802;67233;11569;2727;1819;908;541;
УФО;Тюменская область;5;13826;13498;10522;2976;328;102;226;43;
УФО;Тюменская область;6;36980;33903;20563;13340;3077;2398;679;1527;
УФО;Тюменская область;7;1854;1838;120;1718;16;7;9;0;
УФО;Тюменская область;8;13187;11411;8909;2502;1776;1091;685;122;
УФО;Тюменская область;9;243;191;0;191;52;52;0;0;
УФО;Ханты-Мансийский автономный округ — Югра;3;150939;98542;63900;34642;52397;51476;921;1101;13345
УФО;Ханты-Мансийский автономный округ — Югра;4;96536;76178;48846;27332;20358;20266;92;390;
УФО;Ханты-Мансийский автономный округ — Югра;5;1282;1036;979;57;246;246;0;223;
УФО;Ханты-Мансийский автономный округ — Югра;6;48926;17810;13012;4798;31116;30664;452;548;
УФО;Ханты-Мансийский автономный округ — Югра;7;8166;8150;6887;1263;16;0;16;16;
УФО;Ханты-Мансийский автономный округ — Югра;8;5477;4554;2042;2512;923;546;377;163;
УФО;Ханты-Мансийский автономный округ — Югра;9;3003;3003;1462;1541;0;0;0;0;
УФО;Челябинская область;3;148222;133622;92786;40836;14600;9624;4976;4477;36335
УФО;Челябинская область;4;92878;86986;64706;22280;5892;3448;2444;1479;
УФО;Челябинская область;5;24136;23509;13384;10125;627;189;438;470;
УФО;Челябинская область;6;41579;34804;18570;16234;6775;5024;1751;2808;
УФО;Челябинская область;7;8613;8233;3102;5131;380;171;209;48;
УФО;Челябинская область;8;13765;11832;9510;2322;1933;1152;781;190;
УФО;Челябинская область;9;1096;918;632;286;178;53;125;8;
УФО;Ямало-Ненецкий автономный округ;3;53241;51796;41832;9964;1445;1317;128;786;12444
УФО;Ямало-Ненецкий автономный округ;4;33418;33265;29937;3328;153;153;0;30;
УФО;Ямало-Ненецкий автономный округ;5;2490;2460;1590;870;30;30;0;30;
УФО;Ямало-Ненецкий автономный округ;6;9191;7940;6206;1734;1251;1159;92;719;
УФО;Ямало-Ненецкий автономный округ;7;2059;2059;1305;754;0;0;0;0;
УФО;Ямало-Ненецкий автономный округ;8;10632;10591;5689;4902;41;5;36;37;
УФО;Ямало-Ненецкий автономный округ;9;9683;9683;5088;4595;0;0;0;0;
ЦФО;Белгородская область;3;45972;41519;19326;22193;4453;2597;1856;3252;4765
ЦФО;Белгородская область;4;23121;21744;10958;10786;1377;891;486;878;
ЦФО;Белгородская область;5;9009;8943;3783;5160;66;36;30;36;
ЦФО;Белгородская область;6;20500;17634;7474;10160;2866;1658;1208;2206;
ЦФО;Белгородская область;7;2498;2301;603;1698;197;40;157;157;
ЦФО;Белгородская область;8;2351;2141;894;1247;210;48;162;168;
ЦФО;Белгородская область;9;1804;1804;877;927;0;0;0;0;
ЦФО;Брянская область;3;37926;34410;25319;9091;3516;2813;703;1588;9869
ЦФО;Брянская область;4;18905;17498;14980;2518;1407;1354;53;829;
ЦФО;Брянская область;5;5651;5624;5624;0;27;27;0;3;
ЦФО;Брянская область;6;15041;13592;7454;6138;1449;815;634;654;
ЦФО;Брянская область;7;1156;1133;1133;0;23;0;23;23;
ЦФО;Брянская область;8;3980;3320;2885;435;660;644;16;105;
ЦФО;Брянская область;9;0;0;0;0;0;0;0;0;
ЦФО;Владимирская область;3;11289;9707;4431;5276;1582;1425;157;595;1302
ЦФО;Владимирская область;4;5178;4152;1479;2673;1026;985;41;516;
ЦФО;Владимирская область;5;1352;1324;375;949;28;28;0;13;
ЦФО;Владимирская область;6;6111;5555;2952;2603;556;440;116;79;
ЦФО;Владимирская область;7;3515;3464;2250;1214;51;51;0;20;
ЦФО;Владимирская область;8;0;0;0;0;0;0;0;0;
ЦФО;Владимирская область;9;0;0;0;0;0;0;0;0;
ЦФО;Воронежская область;3;62873;54588;35245;19343;8285;3365;4920;3417;8958
ЦФО;Воронежская область;4;36099;33452;21817;11635;2647;1448;1199;1412;
ЦФО;Воронежская область;5;11187;10613;5540;5073;574;327;247;0;
ЦФО;Воронежская область;6;19995;16469;11869;4600;3526;1191;2335;1477;
ЦФО;Воронежская область;7;8281;8115;7665;450;166;78;88;16;
ЦФО;Воронежская область;8;6779;4667;1559;3108;2112;726;1386;528;
ЦФО;Воронежская область;9;102;80;47;33;22;0;22;0;
ЦФО;Ивановская область;3;16723;14028;6324;7704;2695;1928;767;815;749
ЦФО;Ивановская область;4;9983;8992;5284;3708;991;682;309;88;
ЦФО;Ивановская область;5;6093;6010;3577;2433;83;47;36;28;
ЦФО;Ивановская область;6;5883;4589;942;3647;1294;1147;147;459;
ЦФО;Ивановская область;7;1472;1296;541;755;176;176;0;0;
ЦФО;Ивановская область;8;857;447;98;349;410;99;311;268;
ЦФО;Ивановская область;9;0;0;0;0;0;0;0;0;
ЦФО;Калужская область;3;63543;59303;43326;15977;4240;2516;1724;959;19727
ЦФО;Калужская область;4;45827;43374;31892;11482;2453;2120;333;479;
ЦФО;Калужская область;5;10184;10006;3024;6982;178;109;69;138;
ЦФО;Калужская область;6;17578;15844;11422;4422;1734;367;1367;480;
ЦФО;Калужская область;7;303;301;108;193;2;2;0;0;
ЦФО;Калужская область;8;138;85;12;73;53;29;24;0;
ЦФО;Калужская область;9;33;27;7;20;6;6;0;0;
ЦФО;Костромская область;3;23449;22049;14219;7830;1400;1108;292;253;12126
ЦФО;Костромская область;4;13993;13306;10962;2344;687;685;2;149;
ЦФО;Костромская область;5;5114;5067;3760;1307;47;47;0;9;
ЦФО;Костромская область;6;6448;5832;862;4970;616;365;251;68;
ЦФО;Костромская область;7;3586;3561;309;3252;25;25;0;25;
ЦФО;Костромская область;8;3008;2911;2395;516;97;58;39;36;
ЦФО;Костромская область;9;2082;2082;1770;312;0;0;0;0;
ЦФО;Курская область;3;58470;53694;35032;18662;4776;2669;2107;2787;10427
ЦФО;Курская область;4;36057;34058;25726;8332;1999;1624;375;1231;
ЦФО;Курская область;5;5546;5348;2844;2504;198;124;74;70;
ЦФО;Курская область;6;18634;16064;6140;9924;2570;914;1656;1496;
ЦФО;Курская область;7;7607;7351;1305;6046;256;191;65;89;
ЦФО;Курская область;8;3779;3572;3166;406;207;131;76;60;
ЦФО;Курская область;9;83;83;83;0;0;0;0;0;
ЦФО;Липецкая область;3;19781;17291;10738;6553;2490;1544;946;939;2305
ЦФО;Липецкая область;4;9438;8060;5508;2552;1378;965;413;566;
ЦФО;Липецкая область;5;2660;2445;2060;385;215;161;54;42;
ЦФО;Липецкая область;6;6763;5796;1975;3821;967;547;420;241;
ЦФО;Липецкая область;7;1258;1147;3;1144;111;106;5;100;
ЦФО;Липецкая область;8;3580;3435;3255;180;145;32;113;132;
ЦФО;Липецкая область;9;3123;3123;3123;0;0;0;0;0;
ЦФО;Москва;3;760876;677283;385018;292265;83593;43765;39828;32636;100935
ЦФО;Москва;4;424906;388924;218692;170232;35982;19335;16647;15845;
ЦФО;Москва;5;188360;179121;78151;100970;9239;6409;2830;4033;
ЦФО;Москва;6;158609;136119;68104;68015;22490;9323;13167;7406;
ЦФО;Москва;7;37886;34543;16320;18223;3343;2637;706;223;
ЦФО;Москва;8;177361;152240;98222;54018;25121;15107;10014;9385;
ЦФО;Москва;9;31027;30824;13802;17022;203;151;52;49;
ЦФО;Московская область;3;202219;184950;101933;83017;17269;12416;4853;6363;52998
ЦФО;Московская область;4;83406;73949;39681;34268;9457;7738;1719;3393;
ЦФО;Московская область;5;28906;27766;11419;16347;1140;759;381;79;
ЦФО;Московская область;6;99464;94396;56063;38333;5068;3405;1663;1686;
ЦФО;Московская область;7;39148;37350;14739;22611;1798;946;852;31;
ЦФО;Московская область;8;19349;16605;6189;10416;2744;1273;1471;1284;
ЦФО;Московская область;9;7644;6904;2902;4002;740;647;93;148;
ЦФО;Орловская область;3;24721;22692;16933;5759;2029;1550;479;344;408
ЦФО;Орловская область;4;19932;19173;13769;5404;759;661;98;268;
ЦФО;Орловская область;5;7932;7774;4917;2857;158;148;10;98;
ЦФО;Орловская область;6;3819;3080;2809;271;739;662;77;76;
ЦФО;Орловская область;7;2218;2168;2097;71;50;50;0;0;
ЦФО;Орловская область;8;970;439;355;84;531;227;304;0;
ЦФО;Орловская область;9;386;345;345;0;41;0;41;0;
ЦФО;Рязанская область;3;26434;23252;12831;10421;3182;1592;1590;1573;8203
ЦФО;Рязанская область;4;15290;13931;5399;8532;1359;567;792;818;
ЦФО;Рязанская область;5;8231;7719;1872;5847;512;324;188;387;
ЦФО;Рязанская область;6;7745;6648;5677;971;1097;913;184;579;
ЦФО;Рязанская область;7;832;754;689;65;78;41;37;44;
ЦФО;Рязанская область;8;3399;2673;1755;918;726;112;614;176;
ЦФО;Рязанская область;9;115;115;72;43;0;0;0;0;
ЦФО;Смоленская область;3;12136;10857;5099;5758;1279;605;674;411;1487
ЦФО;Смоленская область;4;7508;6862;3364;3498;646;269;377;177;
ЦФО;Смоленская область;5;2414;2289;1053;1236;125;53;72;6;
ЦФО;Смоленская область;6;3206;2668;474;2194;538;305;233;222;
ЦФО;Смоленская область;7;1557;1484;92;1392;73;73;0;0;
ЦФО;Смоленская область;8;1422;1327;1261;66;95;31;64;12;
ЦФО;Смоленская область;9;39;39;39;0;0;0;0;0;
ЦФО;Тамбовская область;3;30923;29095;16189;12906;1828;1244;584;446;6549
ЦФО;Тамбовская область;4;21044;19740;12927;6813;1304;847;457;303;
ЦФО;Тамбовская область;5;3361;3168;1107;2061;193;193;0;75;
ЦФО;Тамбовская область;6;9647;9123;3030;6093;524;397;127;143;
ЦФО;Тамбовская область;7;6334;6256;1487;4769;78;6;72;6;
ЦФО;Тамбовская область;8;232;232;232;0;0;0;0;0;
ЦФО;Тамбовская область;9;0;0;0;0;0;0;0;0;
ЦФО;Тверская область;3;24611;21447;11281;10166;3164;2290;874;914;6509
ЦФО;Тверская область;4;18430;15946;7180;8766;2484;2091;393;649;
ЦФО;Тверская область;5;11685;11053;5130;5923;632;460;172;212;
ЦФО;Тверская область;6;5232;4600;3348;1252;632;198;434;218;
ЦФО;Тверская область;7;737;701;170;531;36;12;24;0;
ЦФО;Тверская область;8;949;901;753;148;48;1;47;47;
ЦФО;Тверская область;9;595;595;551;44;0;0;0;0;
ЦФО;Тульская область;3;28198;25582;11989;13593;2616;1789;827;1043;3230
ЦФО;Тульская область;4;19646;18579;8277;10302;1067;980;87;194;
ЦФО;Тульская область;5;16993;16290;7579;8711;703;667;36;112;
ЦФО;Тульская область;6;7524;6092;3612;2480;1432;754;678;764;
ЦФО;Тульская область;7;619;432;131;301;187;139;48;13;
ЦФО;Тульская область;8;1028;911;100;811;117;55;62;85;
ЦФО;Тульская область;9;868;861;90;771;7;6;1;1;
ЦФО;Ярославская область;3;59291;55769;37951;17818;3522;2076;1446;1154;16707
ЦФО;Ярославская область;4;33967;32520;21446;11074;1447;1121;326;278;
ЦФО;Ярославская область;5;13913;13596;7506;6090;317;215;102;119;
ЦФО;Ярославская область;6;22144;20285;14674;5611;1859;749;1110;837;
ЦФО;Ярославская область;7;9177;9129;5600;3529;48;0;48;0;
ЦФО;Ярославская область;8;3180;2964;1831;1133;216;206;10;39;
ЦФО;Ярославская область;9;1221;1221;874;347;0;0;0;0;
ЮФО;Астраханская область;3;82038;78509;58291;20218;3529;2050;1479;1511;36637
ЮФО;Астраханская область;4;76522;73487;54872;18615;3035;1667;1368;1193;
ЮФО;Астраханская область;5;5029;4898;2170;2728;131;71;60;131;
ЮФО;Астраханская область;6;3481;3068;2657;411;413;313;100;237;
ЮФО;Астраханская область;7;2267;2030;2030;0;237;234;3;237;
ЮФО;Астраханская область;8;2035;1954;762;1192;81;70;11;81;
ЮФО;Астраханская область;9;1096;1096;0;1096;0;0;0;0;
ЮФО;Волгоградская область;3;130162;99416;56807;42609;30746;17179;13567;9547;29125
ЮФО;Волгоградская область;4;66509;61462;44848;16614;5047;3593;1454;1418;
ЮФО;Волгоградская область;5;19893;19545;13659;5886;348;79;269;284;
ЮФО;Волгоградская область;6;33656;24859;7832;17027;8797;7272;1525;1232;
ЮФО;Волгоградская область;7;5446;5425;1800;3625;21;9;12;18;
ЮФО;Волгоградская область;8;29997;13095;4127;8968;16902;6314;10588;6897;
ЮФО;Волгоградская область;9;661;614;473;141;47;42;5;0;
ЮФО;Краснодарский край;3;228201;197625;115464;82161;30576;20690;9886;8650;61676
ЮФО;Краснодарский край;4;133982;119608;89833;29775;14374;12654;1720;3014;
ЮФО;Краснодарский край;5;16833;15994;10588;5406;839;557;282;637;
ЮФО;Краснодарский край;6;72143;64200;20806;43394;7943;3844;4099;3757;
ЮФО;Краснодарский край;7;33808;33009;8462;24547;799;576;223;364;
ЮФО;Краснодарский край;8;22076;13817;4825;8992;8259;4192;4067;1879;
ЮФО;Краснодарский край;9;617;617;208;409;0;0;0;0;
ЮФО;Республика Адыгея;3;12994;10587;4413;6174;2407;2082;325;444;2164
ЮФО;Республика Адыгея;4;10803;9090;4096;4994;1713;1619;94;310;
ЮФО;Республика Адыгея;5;4583;4459;1650;2809;124;124;0;0;
ЮФО;Республика Адыгея;6;2186;1492;312;1180;694;463;231;134;
ЮФО;Республика Адыгея;7;789;787;0;787;2;0;2;0;
ЮФО;Республика Адыгея;8;5;5;5;0;0;0;0;0;
ЮФО;Республика Адыгея;9;0;0;0;0;0;0;0;0;
ЮФО;Республика Калмыкия;3;6224;5537;2878;2659;687;367;320;539;3783
ЮФО;Республика Калмыкия;4;4292;3951;1777;2174;341;303;38;341;
ЮФО;Республика Калмыкия;5;2876;2761;1069;1692;115;115;0;115;
ЮФО;Республика Калмыкия;6;1475;1314;831;483;161;19;142;105;
ЮФО;Республика Калмыкия;7;603;559;235;324;44;0;44;44;
ЮФО;Республика Калмыкия;8;457;272;270;2;185;45;140;93;
ЮФО;Республика Калмыкия;9;250;250;250;0;0;0;0;0;
ЮФО;Республика Крым;3;59076;54388;39470;14918;4688;3981;707;2194;11438
ЮФО;Республика Крым;4;47257;44901;33894;11007;2356;2069;287;1381;
ЮФО;Республика Крым;5;26835;26277;18170;8107;558;558;0;490;
ЮФО;Республика Крым;6;8111;5976;3747;2229;2135;1823;312;660;
ЮФО;Республика Крым;7;454;350;0;350;104;104;0;50;
ЮФО;Республика Крым;8;3708;3511;1829;1682;197;89;108;153;
ЮФО;Республика Крым;9;922;922;0;922;0;0;0;0;
ЮФО;Ростовская область;3;167448;147803;63176;84627;19645;9636;10009;4957;56698
ЮФО;Ростовская область;4;96455;90195;38860;51335;6260;4155;2105;2521;
ЮФО;Ростовская область;5;36644;35784;7854;27930;860;462;398;511;
ЮФО;Ростовская область;6;50393;40137;18864;21273;10256;4032;6224;1747;
ЮФО;Ростовская область;7;8860;7380;1641;5739;1480;679;801;108;
ЮФО;Ростовская область;8;20600;17471;5452;12019;3129;1449;1680;689;
ЮФО;Ростовская область;9;6972;6842;2428;4414;130;130;0;57;
ЮФО;Севастополь;3;2878;2563;1278;1285;315;243;72;198;1633
ЮФО;Севастополь;4;2061;1960;1062;898;101;94;7;28;
ЮФО;Севастополь;5;582;576;34;542;6;6;0;0;
ЮФО;Севастополь;6;817;603;216;387;214;149;65;170;
ЮФО;Севастополь;7;71;48;6;42;23;23;0;0;
ЮФО;Севастополь;8;0;0;0;0;0;0;0;0;
ЮФО;Севастополь;9;0;0;0;0;0;0;0;0;
