FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12
ПФО;Пензенская область;3;16;18;7;11;9;4;3;11;8;4;2;7
ПФО;Пензенская область;4;15;18;7;11;9;3;3;9;0;3;2;6
ПФО;Пермский край;3;44;39;20;28;32;8;19;27;23;29;19;28
ПФО;Пермский край;4;38;35;20;25;25;6;15;17;0;6;12;18
ПФО;Республика Башкортостан;3;6;7;4;5;5;1;4;5;4;5;4;5
ПФО;Республика Башкортостан;4;6;7;4;5;5;1;4;5;0;0;3;3
ПФО;Республика Марий Эл;3;10;10;1;8;6;2;3;6;6;6;5;3
ПФО;Республика Марий Эл;4;10;10;1;8;6;2;3;3;0;3;3;0
ПФО;Республика Мордовия;3;5;6;1;1;2;1;2;3;2;3;3;2
ПФО;Республика Мордовия;4;5;6;1;1;2;1;2;3;0;0;3;1
ПФО;Республика Татарстан;3;32;30;13;24;21;4;10;26;18;26;15;9
ПФО;Республика Татарстан;4;31;29;13;22;19;4;8;19;0;4;10;8
ПФО;Самарская область;3;66;75;40;63;51;25;21;61;43;55;32;26
ПФО;Самарская область;4;61;70;38;58;49;23;15;32;0;17;16;19
ПФО;Саратовская область;3;11;10;5;6;12;3;3;10;7;8;6;7
ПФО;Саратовская область;4;11;10;5;6;11;3;3;6;0;4;3;4
ПФО;Удмуртская Республика;3;12;12;5;7;9;4;6;10;5;7;5;4
ПФО;Удмуртская Республика;4;12;12;5;7;9;4;6;9;0;2;5;3
ПФО;Ульяновская область;3;15;12;4;12;6;4;4;8;8;7;4;3
ПФО;Ульяновская область;4;14;12;4;11;5;4;4;7;0;4;3;2
ПФО;Чувашская Республика — Чувашия;3;8;10;6;7;9;3;2;7;6;4;3;3
ПФО;Чувашская Республика — Чувашия;4;8;10;6;7;8;3;1;4;0;3;3;3
СЗФО;Архангельская область;3;10;11;4;9;5;2;3;7;5;5;3;3
СЗФО;Архангельская область;4;10;10;4;8;5;2;3;5;0;2;2;2
СЗФО;Вологодская область;3;19;20;7;15;13;5;8;14;10;11;4;8
СЗФО;Вологодская область;4;17;19;6;13;11;5;8;7;0;2;2;4
СЗФО;Калининградская область;3;21;14;10;11;12;4;3;11;11;16;5;6
СЗФО;Калининградская область;4;17;13;8;9;10;4;2;3;0;6;3;2
СЗФО;Ленинградская область;3;1;1;1;1;1;1;0;1;0;0;1;1
СЗФО;Ленинградская область;4;1;1;1;1;1;1;0;1;0;0;1;1
СЗФО;Мурманская область;3;5;5;1;3;3;0;0;5;4;4;1;3
СЗФО;Мурманская область;4;5;5;0;2;2;0;0;1;0;0;0;0
СЗФО;Ненецкий автономный округ;3;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;4;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;3;5;6;4;4;6;1;1;6;3;5;0;2
СЗФО;Новгородская область;4;4;6;4;3;6;1;1;5;0;0;0;2
СЗФО;Псковская область;3;4;6;4;2;3;1;0;4;3;4;3;1
СЗФО;Псковская область;4;3;6;4;2;3;1;0;4;0;0;1;0
СЗФО;Республика Карелия;3;8;8;5;10;7;3;3;7;5;7;5;4
СЗФО;Республика Карелия;4;6;6;2;6;3;1;2;1;0;0;2;2
СЗФО;Республика Коми;3;9;12;5;8;9;6;4;7;7;7;6;7
СЗФО;Республика Коми;4;8;10;5;8;8;5;4;5;0;1;4;3
СЗФО;Санкт-Петербург;3;27;29;11;26;21;10;13;30;27;26;23;20
СЗФО;Санкт-Петербург;4;26;27;9;23;20;9;12;20;0;7;17;13
СКФО;Кабардино-Балкарская Республика;3;15;16;6;9;8;4;2;3;5;9;5;7
СКФО;Кабардино-Балкарская Республика;4;13;15;6;7;6;4;1;2;0;1;3;4
СКФО;Карачаево-Черкесская Республика;3;0;1;0;0;1;0;0;0;0;0;0;1
СКФО;Карачаево-Черкесская Республика;4;0;1;0;0;1;0;0;0;0;0;0;1
СКФО;Республика Дагестан;3;2;2;0;2;2;0;2;2;2;3;0;1
СКФО;Республика Дагестан;4;2;2;0;2;2;0;2;1;0;3;0;1
СКФО;Республика Ингушетия;3;1;1;1;1;0;1;0;0;0;1;0;0
СКФО;Республика Ингушетия;4;1;1;1;1;0;1;0;0;0;0;0;0
СКФО;Республика Северная Осетия — Алания;3;2;1;1;2;2;0;0;1;0;1;0;1
СКФО;Республика Северная Осетия — Алания;4;2;1;1;2;2;0;0;1;0;1;0;1
СКФО;Ставропольский край;3;14;13;9;12;9;7;5;11;12;9;8;8
СКФО;Ставропольский край;4;12;12;9;12;9;7;5;9;0;1;5;4
СКФО;Чеченская Республика;3;1;1;0;1;1;0;0;1;1;1;1;0
СКФО;Чеченская Республика;4;1;0;0;0;1;0;0;0;0;0;0;0
СФО;Алтайский край;3;5;6;3;3;4;1;2;3;5;5;3;3
СФО;Алтайский край;4;5;6;3;3;4;1;2;2;0;2;2;2
СФО;Иркутская область;3;4;5;3;5;5;5;2;4;4;4;4;3
СФО;Иркутская область;4;3;5;3;4;4;4;2;3;0;1;2;3
СФО;Кемеровская область;3;8;10;5;8;7;4;4;9;7;7;5;6
СФО;Кемеровская область;4;8;10;5;8;7;4;4;5;0;1;3;3
СФО;Красноярский край;3;14;12;11;13;11;5;5;12;9;10;8;8
СФО;Красноярский край;4;13;12;11;11;9;4;5;7;0;4;7;4
СФО;Новосибирская область;3;34;37;19;25;23;13;11;32;27;24;15;18
СФО;Новосибирская область;4;30;33;18;24;21;11;11;23;0;8;12;8
СФО;Омская область;3;22;22;14;22;17;7;7;18;11;19;13;13
СФО;Омская область;4;20;22;14;20;17;6;4;14;0;7;10;11
СФО;Республика Алтай;3;0;1;1;1;2;0;1;0;0;1;1;1
СФО;Республика Алтай;4;0;1;1;1;2;0;1;0;0;1;1;1
СФО;Республика Тыва;3;1;1;0;0;0;0;0;1;1;1;0;0
СФО;Республика Тыва;4;1;1;0;0;0;0;0;1;0;0;0;0
СФО;Республика Хакасия;3;7;10;3;7;7;1;4;8;9;10;3;4
СФО;Республика Хакасия;4;7;10;3;7;7;1;4;6;0;1;2;2
СФО;Томская область;3;3;3;1;2;3;0;1;3;3;2;1;2
СФО;Томская область;4;2;2;1;2;3;0;0;2;0;0;0;1
УФО;Курганская область;3;11;12;6;10;9;3;6;9;8;7;4;6
УФО;Курганская область;4;10;12;6;8;9;3;5;7;0;2;4;4
УФО;Свердловская область;3;10;12;6;9;7;6;3;11;9;9;4;8
УФО;Свердловская область;4;8;12;6;8;7;4;2;4;0;4;2;5
УФО;Тюменская область;3;34;33;18;29;25;11;13;22;15;22;14;17
УФО;Тюменская область;4;31;33;18;27;24;9;11;16;0;8;8;12
УФО;Ханты-Мансийский автономный округ — Югра;3;10;10;3;8;6;2;3;8;5;7;3;3
УФО;Ханты-Мансийский автономный округ — Югра;4;10;10;3;8;6;2;3;3;0;2;2;2
УФО;Челябинская область;3;39;46;23;44;33;19;12;37;21;37;19;17
УФО;Челябинская область;4;38;43;23;41;32;17;12;30;0;17;15;13
УФО;Ямало-Ненецкий автономный округ;3;9;13;6;7;10;3;5;9;7;11;4;4
УФО;Ямало-Ненецкий автономный округ;4;8;11;6;4;8;2;3;5;0;3;0;1
ЦФО;Белгородская область;3;2;5;1;3;3;0;1;2;3;2;2;1
ЦФО;Белгородская область;4;2;5;1;3;3;0;1;2;0;0;1;0
ЦФО;Брянская область;3;9;10;3;5;8;1;1;11;7;6;2;4
ЦФО;Брянская область;4;8;10;3;3;7;1;0;6;0;0;2;3
ЦФО;Владимирская область;3;2;1;1;1;0;0;0;1;1;2;0;1
ЦФО;Владимирская область;4;2;1;1;1;0;0;0;0;0;0;0;0
ЦФО;Воронежская область;3;7;8;5;7;6;6;3;8;3;5;4;5
ЦФО;Воронежская область;4;7;8;5;7;6;6;3;7;0;4;4;5
ЦФО;Ивановская область;3;1;2;1;0;1;0;0;0;0;1;0;0
ЦФО;Ивановская область;4;1;2;1;0;1;0;0;0;0;0;0;0
ЦФО;Калужская область;3;15;18;8;11;11;3;6;10;9;8;6;4
ЦФО;Калужская область;4;14;16;7;9;9;3;3;7;0;2;3;3
ЦФО;Костромская область;3;3;4;3;5;3;5;3;7;3;3;1;1
ЦФО;Костромская область;4;3;4;3;5;3;5;2;5;0;2;1;1
ЦФО;Курская область;3;13;13;7;11;8;4;8;10;9;8;8;7
ЦФО;Курская область;4;12;13;7;10;8;4;7;7;0;3;4;5
ЦФО;Липецкая область;3;5;7;5;8;6;4;1;4;3;4;1;0
ЦФО;Липецкая область;4;5;7;5;8;6;4;0;4;0;2;1;0
ЦФО;Москва;3;50;55;26;44;56;25;36;47;48;47;23;29
ЦФО;Москва;4;47;54;22;36;53;20;34;26;0;12;15;17
ЦФО;Московская область;3;55;58;18;39;40;12;18;39;28;49;22;36
ЦФО;Московская область;4;53;54;18;36;37;10;18;24;0;5;9;16
ЦФО;Орловская область;3;4;3;1;2;0;0;1;2;1;2;0;1
ЦФО;Орловская область;4;4;3;1;2;0;0;1;1;0;1;0;1
ЦФО;Рязанская область;3;5;6;3;5;5;2;3;3;3;6;3;3
ЦФО;Рязанская область;4;5;6;2;5;4;2;2;3;0;2;3;2
ЦФО;Смоленская область;3;2;1;1;2;2;2;2;2;0;1;0;1
ЦФО;Смоленская область;4;2;1;1;2;2;2;2;2;0;1;0;1
ЦФО;Тамбовская область;3;11;10;8;6;5;5;0;5;3;7;3;4
ЦФО;Тамбовская область;4;11;10;8;6;4;5;0;4;0;1;2;3
ЦФО;Тверская область;3;6;5;5;7;7;1;4;7;4;5;4;4
ЦФО;Тверская область;4;6;5;5;7;7;1;4;4;0;1;2;3
ЦФО;Тульская область;3;2;3;3;3;3;2;2;3;2;3;3;2
ЦФО;Тульская область;4;2;3;3;3;3;2;2;3;0;1;2;1
ЦФО;Ярославская область;3;10;10;7;8;8;5;6;9;9;8;7;10
ЦФО;Ярославская область;4;10;9;5;7;8;4;5;5;0;1;4;4
ЮФО;Астраханская область;3;14;15;9;11;6;3;3;13;7;10;6;7
ЮФО;Астраханская область;4;13;13;8;10;5;3;3;8;0;5;2;4
ЮФО;Волгоградская область;3;13;12;7;13;14;5;7;14;13;7;5;6
ЮФО;Волгоградская область;4;12;12;7;12;14;4;7;8;0;1;4;3
ЮФО;Краснодарский край;3;58;62;31;54;49;16;21;43;35;44;31;30
ЮФО;Краснодарский край;4;54;60;29;53;46;16;21;27;0;19;17;22
ЮФО;Республика Адыгея;3;7;7;4;4;3;1;0;1;3;2;1;0
ЮФО;Республика Адыгея;4;6;7;3;4;3;1;0;0;0;0;1;0
ЮФО;Республика Калмыкия;3;1;1;1;1;1;1;1;1;1;1;1;1
ЮФО;Республика Калмыкия;4;1;1;1;1;1;1;1;1;0;1;1;1
ЮФО;Республика Крым;3;15;15;7;13;11;5;6;12;11;10;7;6
ЮФО;Республика Крым;4;13;13;5;10;10;4;6;9;0;6;5;3
ЮФО;Ростовская область;3;24;26;18;17;24;12;11;29;14;17;8;18
ЮФО;Ростовская область;4;22;24;16;14;22;10;9;21;0;2;4;10
ЮФО;Севастополь;3;0;0;0;0;0;0;0;0;0;0;0;0
ЮФО;Севастополь;4;0;0;0;0;0;0;0;0;0;0;0;0
