FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37
ПФО;Саратовская область;8;13722;5419;328;5309;115;20;35;21;0;37;0;2;0;5163;816;1966;502;0;1661;4;214;0;31;8;51;0;2;2;844;18;833;479;425;20;34;0;1587
ПФО;Саратовская область;9;20413;16958;3731;2862;100;14;35;11;0;36;2;2;0;2738;198;1391;87;0;870;1;191;0;129;20;199;0;82;50;11;4;0;7;2;3;2;0;165
ПФО;Саратовская область;10;20657;6209;776;2669;566;131;402;23;1;0;0;7;2;2090;307;809;130;0;695;23;124;2;126;64;192;25;469;382;787;287;500;1577;1351;203;23;0;8603
ПФО;Саратовская область;11;585;285;35;288;0;0;0;0;0;0;0;0;0;288;0;0;0;0;288;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0
ПФО;Саратовская область;12;299;15;5;5;0;0;0;0;0;0;0;0;0;5;0;1;4;0;0;0;0;0;13;9;12;0;254;196;0;0;0;0;0;0;0;0;0
ПФО;Саратовская область;13;123;2;2;9;7;3;2;2;0;0;0;0;0;2;0;2;0;0;0;0;0;0;4;1;68;0;40;40;0;0;0;0;0;0;0;0;0
ПФО;Саратовская область;14;19650;5907;734;2367;559;128;400;21;1;0;0;7;2;1795;307;806;126;0;407;23;124;2;109;54;100;25;175;146;787;287;500;1577;1351;203;23;0;8603
ПФО;Саратовская область;15;16705;4180;230;1470;334;90;230;6;1;0;0;5;2;1124;209;305;64;0;403;23;118;2;78;41;10;24;0;0;787;287;500;1553;1335;195;23;0;8603
ПФО;Саратовская область;16;2945;1727;504;897;225;38;170;15;0;0;0;2;0;671;98;501;62;0;4;0;6;0;31;13;90;1;175;146;0;0;0;24;16;8;0;0;0
ПФО;Удмуртская Республика;3;53580;32254;2972;17886;886;200;440;70;0;6;6;164;0;16054;1832;10559;799;0;1718;9;1137;0;185;1;520;0;107;39;942;53;889;70;37;33;0;0;1616
ПФО;Удмуртская Республика;4;2308;887;209;1421;6;0;6;0;0;0;0;0;0;1378;0;590;0;0;788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ПФО;Удмуртская Республика;5;2133;280;12;1730;153;13;18;0;0;0;0;122;0;903;130;514;17;0;2;0;240;0;0;0;73;0;39;39;0;0;0;0;0;0;0;0;11
ПФО;Удмуртская Республика;6;6333;2795;82;3435;150;35;75;28;0;2;0;10;0;3285;78;2258;183;0;555;0;211;0;0;0;35;0;68;0;0;0;0;0;0;0;0;0;0
ПФО;Удмуртская Республика;7;42806;28292;2669;11300;577;152;341;42;0;4;6;32;0;10488;1624;7197;599;0;373;9;686;0;185;1;412;0;0;0;942;53;889;70;37;33;0;0;1605
ПФО;Удмуртская Республика;8;12812;6334;49;4722;405;115;244;17;0;2;0;27;0;4222;709;2710;255;0;302;0;246;0;0;0;27;0;0;0;942;53;889;55;37;18;0;0;732
ПФО;Удмуртская Республика;9;29994;21958;2620;6578;172;37;97;25;0;2;6;5;0;6266;915;4487;344;0;71;9;440;0;185;1;385;0;0;0;0;0;0;15;0;15;0;0;873
ПФО;Удмуртская Республика;10;5939;2819;192;1560;153;41;90;8;0;8;3;3;0;1371;176;372;210;0;487;98;28;0;2;0;71;0;549;335;346;90;256;415;413;0;2;0;177
ПФО;Удмуртская Республика;11;167;53;50;113;12;0;12;0;0;0;0;0;0;101;0;13;0;0;88;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ПФО;Удмуртская Республика;12;218;0;0;8;0;0;0;0;0;0;0;0;0;8;0;0;8;0;0;0;0;0;0;0;0;0;210;205;0;0;0;0;0;0;0;0;0
ПФО;Удмуртская Республика;13;910;269;0;263;6;0;1;0;0;5;0;0;0;256;0;23;0;0;233;0;0;0;0;0;0;0;339;130;0;0;0;39;39;0;0;0;0
ПФО;Удмуртская Республика;14;4644;2497;142;1176;135;41;77;8;0;3;3;3;0;1006;176;336;202;0;166;98;28;0;1;0;71;0;0;0;346;90;256;376;374;0;2;0;177
ПФО;Удмуртская Республика;15;3325;1598;21;999;104;40;58;0;0;2;2;2;0;863;175;260;192;0;145;64;27;0;1;0;0;0;0;0;346;90;256;274;272;0;2;0;107
ПФО;Удмуртская Республика;16;1319;899;121;177;31;1;19;8;0;1;1;1;0;143;1;76;10;0;21;34;1;0;0;0;71;0;0;0;0;0;0;102;102;0;0;0;70
ПФО;Ульяновская область;3;39327;23807;1295;12165;495;90;261;29;0;92;4;19;0;11440;1092;6803;820;0;2164;66;482;13;515;211;477;0;129;79;344;252;92;355;186;167;2;0;1535
ПФО;Ульяновская область;4;1319;868;38;310;26;0;0;0;0;26;0;0;0;284;0;0;21;0;263;0;0;0;0;0;0;0;0;0;0;0;0;37;37;0;0;0;104
ПФО;Ульяновская область;5;747;147;78;185;7;0;3;3;0;1;0;0;0;178;39;29;81;0;0;0;16;13;243;181;165;0;7;7;0;0;0;0;0;0;0;0;0
ПФО;Ульяновская область;6;244;53;5;44;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;44;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0
ПФО;Ульяновская область;7;37017;22739;1174;11626;462;90;258;26;0;65;4;19;0;10934;1053;6774;718;0;1901;66;422;0;272;30;165;0;122;72;344;252;92;318;149;167;2;0;1431
ПФО;Ульяновская область;8;10601;5851;315;2714;77;6;20;1;0;47;0;3;0;2530;94;1605;180;0;531;29;91;0;21;14;0;0;0;0;344;252;92;318;149;167;2;0;1353
ПФО;Ульяновская область;9;26416;16888;859;8912;385;84;238;25;0;18;4;16;0;8404;959;5169;538;0;1370;37;331;0;251;16;165;0;122;72;0;0;0;0;0;0;0;0;78
ПФО;Ульяновская область;10;6342;2731;224;867;119;23;56;22;0;11;7;0;0;689;123;159;195;0;186;15;11;0;20;19;11;35;133;117;314;165;149;175;143;23;6;3;2056
ПФО;Ульяновская область;11;205;14;13;39;3;0;0;2;0;1;0;0;0;36;0;0;24;0;12;0;0;0;0;0;0;0;42;26;0;0;0;0;0;0;0;0;110
ПФО;Ульяновская область;12;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;8;0;64;64;0;0;0;0;0;0;0;0;0
ПФО;Ульяновская область;13;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ПФО;Ульяновская область;14;6038;2706;211;828;116;23;56;20;0;10;7;0;0;653;123;159;171;0;174;15;11;0;4;3;3;35;27;27;314;165;149;175;143;23;6;3;1946
ПФО;Ульяновская область;15;4746;1630;116;667;96;22;49;17;0;8;0;0;0;512;123;148;119;0;111;4;7;0;1;0;0;35;2;2;314;165;149;151;123;23;2;3;1946
ПФО;Ульяновская область;16;1292;1076;95;161;20;1;7;3;0;2;7;0;0;141;0;11;52;0;63;11;4;0;3;3;3;0;25;25;0;0;0;24;20;0;4;0;0
ПФО;Чувашская Республика — Чувашия;3;45765;24996;1977;14379;683;182;394;21;4;47;1;34;0;12673;1503;5384;1178;0;3734;506;367;1;703;194;575;0;10;10;2103;332;1771;2262;1574;640;48;0;737
ПФО;Чувашская Республика — Чувашия;4;1970;1580;0;368;0;0;0;0;0;0;0;0;0;368;5;9;4;0;349;1;0;0;22;11;0;0;0;0;0;0;0;0;0;0;0;0;0
ПФО;Чувашская Республика — Чувашия;5;9734;2370;73;6593;343;99;244;0;0;0;0;0;0;6250;668;4819;612;0;0;151;0;0;496;171;274;0;0;0;0;0;0;0;0;0;0;0;1
ПФО;Чувашская Республика — Чувашия;6;1608;813;4;423;0;0;0;0;0;0;0;0;0;423;77;122;36;0;60;0;128;0;1;0;188;0;8;8;175;0;175;0;0;0;0;0;0
ПФО;Чувашская Республика — Чувашия;7;32453;20233;1900;6995;340;83;150;21;4;47;1;34;0;5632;753;434;526;0;3325;354;239;1;184;12;113;0;2;2;1928;332;1596;2262;1574;640;48;0;736
ПФО;Чувашская Республика — Чувашия;8;10151;3283;84;3722;8;2;4;0;0;1;0;1;0;3713;500;124;169;0;2484;270;165;1;39;0;31;0;2;2;1480;332;1148;1493;1319;164;10;0;101
ПФО;Чувашская Республика — Чувашия;9;22302;16950;1816;3273;332;81;146;21;4;46;1;33;0;1919;253;310;357;0;841;84;74;0;145;12;82;0;0;0;448;0;448;769;255;476;38;0;635
ПФО;Чувашская Республика — Чувашия;10;6072;3399;221;1268;99;14;47;11;0;13;2;8;4;1136;227;441;88;0;343;11;21;5;74;7;59;0;27;14;28;0;28;597;537;44;15;1;620
ПФО;Чувашская Республика — Чувашия;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ПФО;Чувашская Республика — Чувашия;12;312;295;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;14;2;0;0;0;0;0;0;0;0;0
ПФО;Чувашская Республика — Чувашия;13;31;22;0;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1
ПФО;Чувашская Республика — Чувашия;14;5728;3082;214;1264;96;14;44;11;0;13;2;8;4;1136;227;441;88;0;343;11;21;5;71;6;54;0;13;12;28;0;28;597;537;44;15;1;619
ПФО;Чувашская Республика — Чувашия;15;3950;1718;55;1196;54;9;17;6;0;10;2;8;2;1112;224;431;84;0;341;9;20;3;62;6;49;0;12;12;28;0;28;515;477;22;15;1;370
ПФО;Чувашская Республика — Чувашия;16;1778;1364;159;68;42;5;27;5;0;3;0;0;2;24;3;10;4;0;2;2;1;2;9;0;5;0;1;0;0;0;0;82;60;22;0;0;249
СЗФО;Архангельская область;3;36435;23093;3867;10866;1020;194;580;134;0;42;3;67;0;9464;2417;4344;548;4;1615;67;462;7;407;56;253;0;220;219;609;16;593;345;226;107;11;1;642
СЗФО;Архангельская область;4;2486;2370;292;110;0;0;0;0;0;0;0;0;0;110;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
СЗФО;Архангельская область;5;6938;186;20;6652;579;82;384;72;0;0;0;41;0;5850;1709;3513;357;0;0;33;238;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;57
СЗФО;Архангельская область;6;2146;2122;0;4;1;0;1;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0
СЗФО;Архангельская область;7;24865;18415;3555;4100;440;112;195;62;0;42;3;26;0;3501;708;828;191;4;1505;34;224;7;407;56;210;0;200;199;609;16;593;345;226;107;11;1;579
СЗФО;Архангельская область;8;5771;3922;779;412;16;3;7;1;0;2;0;3;0;338;72;105;21;0;58;3;72;7;3;0;0;0;0;0;513;16;497;343;224;107;11;1;578
СЗФО;Архангельская область;9;19094;14493;2776;3688;424;109;188;61;0;40;3;23;0;3163;636;723;170;4;1447;31;152;0;404;56;210;0;200;199;96;0;96;2;2;0;0;0;1
СЗФО;Архангельская область;10;4556;2968;84;768;90;11;65;6;0;3;0;4;1;652;272;154;125;0;24;0;77;0;12;7;2;0;211;211;122;0;122;74;65;7;2;0;399
СЗФО;Архангельская область;11;217;95;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;90;32;0;32;0;0;0;0;0;0
СЗФО;Архангельская область;12;530;8;0;460;70;10;52;3;0;0;0;4;1;382;174;134;38;0;0;0;36;0;0;0;2;0;60;60;0;0;0;0;0;0;0;0;0
СЗФО;Архангельская область;13;58;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Архангельская область;14;3751;2807;68;308;20;1;13;3;0;3;0;0;0;270;98;20;87;0;24;0;41;0;12;7;0;0;61;61;90;0;90;74;65;7;2;0;399
СЗФО;Архангельская область;15;1958;1169;16;216;7;1;3;3;0;0;0;0;0;201;88;5;67;0;4;0;37;0;5;0;0;0;5;5;90;0;90;74;65;7;2;0;399
СЗФО;Архангельская область;16;1793;1638;52;92;13;0;10;0;0;3;0;0;0;69;10;15;20;0;20;0;4;0;7;7;0;0;56;56;0;0;0;0;0;0;0;0;0
СЗФО;Вологодская область;3;59064;41074;6775;13888;1125;410;480;147;0;16;3;69;0;11078;3458;4704;1116;0;1280;5;515;0;881;120;714;0;83;83;251;24;227;244;229;15;0;0;1929
СЗФО;Вологодская область;4;2156;545;9;1483;99;0;54;43;0;2;0;0;0;1384;0;64;178;0;1142;0;0;0;0;0;0;0;8;8;0;0;0;120;120;0;0;0;0
СЗФО;Вологодская область;5;7372;249;28;6553;479;127;273;53;0;7;1;18;0;6074;2028;3392;528;0;69;2;55;0;536;88;24;0;10;10;0;0;0;0;0;0;0;0;0
СЗФО;Вологодская область;6;425;8;1;239;24;4;10;3;0;0;2;5;0;201;56;78;66;0;1;0;0;0;0;0;176;0;0;0;2;0;2;0;0;0;0;0;0
СЗФО;Вологодская область;7;49111;40272;6737;5613;523;279;143;48;0;7;0;46;0;3419;1374;1170;344;0;68;3;460;0;345;32;514;0;65;65;249;24;225;124;109;15;0;0;1929
СЗФО;Вологодская область;8;4643;908;50;1874;122;90;18;3;0;5;0;6;0;1701;900;526;79;0;1;0;195;0;0;0;0;0;0;0;249;24;225;124;109;15;0;0;1488
СЗФО;Вологодская область;9;44468;39364;6687;3739;401;189;125;45;0;2;0;40;0;1718;474;644;265;0;67;3;265;0;345;32;514;0;65;65;0;0;0;0;0;0;0;0;441
СЗФО;Вологодская область;10;4867;3609;97;254;8;1;1;2;0;0;1;3;0;207;98;59;11;0;3;1;35;0;1;0;28;0;99;99;167;0;167;74;63;11;0;0;635
СЗФО;Вологодская область;11;192;103;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;88;0;88;0;0;0;0;0;0
СЗФО;Вологодская область;12;119;0;0;75;2;0;1;1;0;0;0;0;0;73;4;48;4;0;0;0;17;0;0;0;26;0;18;18;0;0;0;0;0;0;0;0;0
СЗФО;Вологодская область;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Вологодская область;14;4556;3506;97;178;6;1;0;1;0;0;1;3;0;133;94;11;7;0;2;1;18;0;1;0;2;0;81;81;79;0;79;74;63;11;0;0;635
СЗФО;Вологодская область;15;2018;1075;12;155;3;1;0;1;0;0;0;1;0;115;93;7;1;0;2;0;12;0;1;0;2;0;0;0;79;0;79;71;60;11;0;0;635
СЗФО;Вологодская область;16;2538;2431;85;23;3;0;0;0;0;0;1;2;0;18;1;4;6;0;0;1;6;0;0;0;0;0;81;81;0;0;0;3;3;0;0;0;0
СЗФО;Калининградская область;3;78492;29624;5921;21311;1099;328;560;49;6;39;7;109;1;20012;3276;14352;355;0;1203;133;546;147;604;154;366;0;450;412;387;6;381;88;21;67;0;0;25662
СЗФО;Калининградская область;4;2792;785;310;1022;77;1;33;10;0;27;6;0;0;945;113;316;162;0;349;5;0;0;87;2;36;0;0;0;267;0;267;55;0;55;0;0;540
СЗФО;Калининградская область;5;4008;77;44;3335;394;157;183;26;0;0;0;28;0;2941;1009;1815;102;0;15;0;0;0;137;65;125;0;334;296;0;0;0;0;0;0;0;0;0
СЗФО;Калининградская область;6;2697;1363;78;1064;160;55;59;0;0;1;0;45;0;904;166;593;0;0;4;0;141;0;137;55;31;0;77;77;0;0;0;0;0;0;0;0;25
СЗФО;Калининградская область;7;68995;27399;5489;15890;468;115;285;13;6;11;1;36;1;15222;1988;11628;91;0;835;128;405;147;243;32;174;0;39;39;120;6;114;33;21;12;0;0;25097
СЗФО;Калининградская область;8;34612;3547;72;7380;147;7;130;0;0;1;0;9;0;7181;508;6341;5;0;55;56;72;144;22;15;0;0;24;24;90;6;84;31;19;12;0;0;23518
СЗФО;Калининградская область;9;34383;23852;5417;8510;321;108;155;13;6;10;1;27;1;8041;1480;5287;86;0;780;72;333;3;221;17;174;0;15;15;30;0;30;2;2;0;0;0;1579
СЗФО;Калининградская область;10;5506;3545;455;832;98;15;59;4;0;5;5;10;0;728;206;239;110;0;39;61;70;3;5;4;16;66;202;201;246;104;142;147;147;0;0;0;447
СЗФО;Калининградская область;11;73;65;54;6;2;0;0;0;0;0;2;0;0;4;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
СЗФО;Калининградская область;12;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;87;87;0;0;0;0;0;0;0;0;52
СЗФО;Калининградская область;13;230;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;104;103;0;0;0;0;0;0;0;0;0
СЗФО;Калининградская область;14;5016;3355;401;826;96;15;59;4;0;5;3;10;0;724;206;239;110;0;35;61;70;3;5;4;15;17;11;11;246;104;142;147;147;0;0;0;394
СЗФО;Калининградская область;15;2813;1538;35;575;59;3;45;2;0;5;0;4;0;510;196;200;20;0;34;0;57;3;5;4;10;2;0;0;246;104;142;147;147;0;0;0;290
СЗФО;Калининградская область;16;2203;1817;366;251;37;12;14;2;0;0;3;6;0;214;10;39;90;0;1;61;13;0;0;0;5;15;11;11;0;0;0;0;0;0;0;0;104
СЗФО;Ленинградская область;3;15351;2791;353;12363;1395;324;871;72;0;39;3;84;2;10936;3150;5925;745;0;340;106;666;4;7;0;108;0;38;30;6;0;6;16;16;0;0;0;22
СЗФО;Ленинградская область;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;9;9;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;5;8077;361;0;7622;1078;218;729;61;0;4;3;63;0;6544;1286;4088;550;0;85;104;431;0;0;0;74;0;20;12;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;6;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;7;7225;2430;353;4741;317;106;142;11;0;35;0;21;2;4392;1864;1837;195;0;255;2;235;4;1;0;0;0;9;9;6;0;6;16;16;0;0;0;22
СЗФО;Ленинградская область;8;2093;214;1;1833;74;25;24;0;0;19;0;6;0;1727;1170;452;24;0;2;0;78;1;1;0;0;0;1;1;6;0;6;16;16;0;0;0;22
СЗФО;Ленинградская область;9;5132;2216;352;2908;243;81;118;11;0;16;0;15;2;2665;694;1385;171;0;253;2;157;3;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;10;3146;1881;7;983;201;55;119;6;0;1;0;19;1;782;239;362;47;0;13;24;97;0;0;0;8;2;35;35;221;25;196;0;0;0;0;0;16
СЗФО;Ленинградская область;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;12;696;30;0;565;144;29;98;4;0;1;0;12;0;421;67;271;30;0;1;3;49;0;0;0;1;0;0;0;100;18;82;0;0;0;0;0;0
СЗФО;Ленинградская область;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;14;2448;1851;7;418;57;26;21;2;0;0;0;7;1;361;172;91;17;0;12;21;48;0;0;0;5;2;35;35;121;7;114;0;0;0;0;0;16
СЗФО;Ленинградская область;15;728;263;7;300;32;14;12;2;0;0;0;3;1;268;152;51;17;0;7;12;29;0;0;0;3;2;23;23;121;7;114;0;0;0;0;0;16
СЗФО;Ленинградская область;16;1720;1588;0;118;25;12;9;0;0;0;0;4;0;93;20;40;0;0;5;9;19;0;0;0;2;0;12;12;0;0;0;0;0;0;0;0;0
СЗФО;Мурманская область;3;31265;22104;3594;7836;775;191;429;41;0;48;8;58;0;6617;1601;3708;417;0;455;46;390;0;282;149;65;144;463;456;38;5;33;105;105;0;0;0;228
СЗФО;Мурманская область;4;596;28;0;468;47;0;17;3;0;27;0;0;0;337;0;24;32;0;281;0;0;0;74;40;0;24;0;0;0;0;0;2;2;0;0;0;0
СЗФО;Мурманская область;5;8472;1839;37;6359;476;94;306;25;0;0;6;45;0;5819;1581;3507;283;0;37;46;365;0;44;31;57;0;122;122;6;5;1;3;3;0;0;0;42
СЗФО;Мурманская область;6;173;0;0;4;4;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;163;163;0;0;0;0;0;0;0;0;0
СЗФО;Мурманская область;7;22024;20237;3557;1005;248;97;104;13;0;21;0;13;0;461;20;177;102;0;137;0;25;0;164;78;2;120;178;171;32;0;32;100;100;0;0;0;186
СЗФО;Мурманская область;8;5450;4839;0;183;2;0;0;0;0;2;0;0;0;168;12;7;0;0;137;0;12;0;0;0;0;120;0;0;32;0;32;99;99;0;0;0;177
СЗФО;Мурманская область;9;16574;15398;3557;822;246;97;104;13;0;19;0;13;0;293;8;170;102;0;0;0;13;0;164;78;2;0;178;171;0;0;0;1;1;0;0;0;9
СЗФО;Мурманская область;10;1643;802;37;134;17;2;5;0;0;1;1;8;0;107;15;19;24;0;47;0;2;0;18;12;7;144;278;278;59;0;59;142;119;19;4;0;59
СЗФО;Мурманская область;11;97;13;0;49;1;0;0;0;0;1;0;0;0;45;0;0;0;0;45;0;0;0;11;7;0;24;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Мурманская область;12;374;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;252;252;0;0;0;0;0;0;0;0;0
СЗФО;Мурманская область;13;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;26;26;0;0;0;0;0;0;0;0;0
СЗФО;Мурманская область;14;1139;672;37;85;16;2;5;0;0;0;1;8;0;62;15;19;24;0;2;0;2;0;2;0;0;120;0;0;59;0;59;142;119;19;4;0;59
СЗФО;Мурманская область;15;560;129;15;50;6;2;3;0;0;0;0;1;0;39;14;19;3;0;2;0;1;0;2;0;0;120;0;0;59;0;59;141;118;19;4;0;59
СЗФО;Мурманская область;16;579;543;22;35;10;0;2;0;0;0;1;7;0;23;1;0;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
СЗФО;Ненецкий автономный округ;3;1601;1406;12;104;4;4;0;0;0;0;0;0;0;85;52;1;30;0;0;0;2;0;2;1;1;0;6;0;9;0;9;0;0;0;0;0;73
СЗФО;Ненецкий автономный округ;4;12;9;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;5;59;22;4;37;0;0;0;0;0;0;0;0;0;25;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;6;7;5;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;7;1523;1370;6;64;2;2;0;0;0;0;0;0;0;60;52;1;5;0;0;0;2;0;0;0;1;0;6;0;9;0;9;0;0;0;0;0;73
СЗФО;Ненецкий автономный округ;8;100;14;1;4;0;0;0;0;0;0;0;0;0;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;73
СЗФО;Ненецкий автономный округ;9;1423;1356;5;60;2;2;0;0;0;0;0;0;0;56;50;0;4;0;0;0;2;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;10;137;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;1;0;1;0;0;0;0;0;46
СЗФО;Ненецкий автономный округ;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;12;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
СЗФО;Ненецкий автономный округ;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;14;107;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;1;0;1;0;0;0;0;0;16
СЗФО;Ненецкий автономный округ;15;91;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;16
СЗФО;Ненецкий автономный округ;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;3;11256;7037;695;2477;1746;728;759;1;0;104;1;153;0;674;116;110;140;0;293;15;0;0;445;67;432;0;224;224;228;72;156;20;20;0;0;0;393
СЗФО;Новгородская область;4;697;538;194;15;8;4;4;0;0;0;0;0;0;7;0;0;7;0;0;0;0;0;77;39;13;0;54;54;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;5;2113;1543;132;67;0;0;0;0;0;0;0;0;0;67;0;21;46;0;0;0;0;0;199;9;304;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;6;193;0;0;103;0;0;0;0;0;0;0;0;0;103;103;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;7;8253;4956;369;2292;1738;724;755;1;0;104;1;153;0;497;13;89;87;0;293;15;0;0;169;19;25;0;170;170;228;72;156;20;20;0;0;0;393
СЗФО;Новгородская область;8;2210;1317;17;275;223;50;160;0;0;0;0;13;0;43;0;0;0;0;43;0;0;0;0;0;0;0;167;167;221;65;156;14;14;0;0;0;216
СЗФО;Новгородская область;9;6043;3639;352;2017;1515;674;595;1;0;104;1;140;0;454;13;89;87;0;250;15;0;0;169;19;25;0;3;3;7;7;0;6;6;0;0;0;177
СЗФО;Новгородская область;10;2353;1402;228;452;293;109;150;0;0;0;9;25;0;141;20;42;41;0;1;26;5;6;6;4;13;0;225;225;21;0;21;9;0;4;5;0;225
СЗФО;Новгородская область;11;443;196;0;19;1;0;0;0;0;0;1;0;0;18;0;0;17;0;0;1;0;0;0;0;0;0;215;215;0;0;0;0;0;0;0;0;13
СЗФО;Новгородская область;12;10;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;14;1897;1198;220;433;292;109;150;0;0;0;8;25;0;123;20;42;24;0;1;25;5;6;4;4;10;0;10;10;21;0;21;9;0;4;5;0;212
СЗФО;Новгородская область;15;711;447;49;99;50;19;24;0;0;0;5;2;0;45;12;15;7;0;1;10;0;0;3;3;6;0;0;0;21;0;21;9;0;4;5;0;126
СЗФО;Новгородская область;16;1186;751;171;334;242;90;126;0;0;0;3;23;0;78;8;27;17;0;0;15;5;6;1;1;4;0;10;10;0;0;0;0;0;0;0;0;86
